Unnamed: 0,Job Id,Salary Range (K),Min Salary (K),Max Salary (K),Work Type,Job Posting Date,Job Title,Job Description,skills,Company,Broader Category,Average Salary (K),Year-Quarter,Job Minimum Experience,Job Maximum Experience,Job URL,Job Salary Range
1151924.0,554124000000000.0,57.0,59.0,116.0,Part-Time,2023-07-21,Urban Planner,"Transportation Planners design and manage transportation systems. They optimize traffic flow, plan public transit routes, and enhance overall transportation efficiency.","['Transportation planning', 'Traffic engineering', 'S proficiency', 'Public transportation', 'Project management']",Entergy,Engineering,87.5,2023Q3,0.0,12.0,,
1152038.0,2743867917920154.0,71.0,56.0,127.0,Full-Time,2022-06-23,UX/UI Designer,"User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.","['I design principles and best practices', 'Graphic design tools', 'Adobe', 'Photoshop', 'Illustrator', 'Typography and color theory', 'Visual design and layout', 'Responsive design']",Vistra,Information Technology,91.5,2022Q2,3.0,10.0,,
1152222.0,232826000000000.0,50.0,63.0,113.0,Part-Time,2021-06-11,Web Developer,"Full-Stack Developers are skilled in both frontend and backend development. They can work on all aspects of web application development, from creating user interfaces to designing databases and server infrastructure, providing end-to-end solutions.","['Frontend and backend development', 'Database integration', 'Problem', 'I knowledge']",CMS Energy,Information Technology,88.0,2021Q2,1.0,13.0,,
1152406.0,2411514490590439.0,68.0,57.0,125.0,Part-Time,2022-11-08,Email Marketing Specialist,"Implement and manage marketing automation tools, workflows, and campaigns to streamline marketing efforts.","['Marketing automation platforms', 'Marketo', 'Pardot', 'Lead nurturing', 'Workflow automation', 'M integration', 'Analytics and reporting', 'Email marketing', 'Campaign optimization', 'Marketing strategy', 'Communication skills', 'Problem', 'Attention to detail']",AT&T,Business,91.0,2022Q4,3.0,8.0,,
1152948.0,810799000000000.0,51.0,56.0,107.0,Part-Time,2022-07-30,Systems Administrator,"Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","['Database management systems', 'My', 'Oracle', 'Server', 'Data security', 'Database tuning and optimization', 'Backup and recovery']",Toll Brothers,Information Technology,81.5,2022Q3,0.0,9.0,,
1153043.0,1799392396758246.0,33.0,65.0,98.0,Full-Time,2023-03-01,Legal Assistant,"Assist in the preparation of litigation cases, manage electronic discovery, and handle technical aspects of trial preparation.","['Document review and production', 'Litigation support software', 'Relativity', 'Data analysis', 'Case management', 'Communication with legal teams', 'Technical proficiency', 'Attention to detail', 'Problem', 'Legal research skills']",CSL Limited,Legal Services,81.5,2023Q1,0.0,9.0,,
1153164.0,578157000000000.0,38.0,65.0,103.0,Full-Time,2021-05-10,Sales Representative,"Inside Sales Representatives are responsible for selling products or services to customers over the phone or through online channels. They engage with leads, answer customer inquiries, and use persuasive communication to close sales and meet revenue targets.","['Sales prospecting and lead generation', 'Sales presentation and communication', 'M software', 'Salesforce', 'Sales negotiation and closing techniques', 'Product knowledge', 'Relationship building']",Ryder System,Business,84.0,2021Q2,3.0,9.0,,
1153482.0,1131067166416098.0,22.0,61.0,83.0,Contract,2022-04-01,Legal Assistant,"Assist in the preparation of litigation cases, manage electronic discovery, and handle technical aspects of trial preparation.","['Document review and production', 'Litigation support software', 'Relativity', 'Data analysis', 'Case management', 'Communication with legal teams', 'Technical proficiency', 'Attention to detail', 'Problem', 'Legal research skills']",Lincoln National,Legal Services,72.0,2022Q2,4.0,13.0,,
1153569.0,516765000000000.0,61.0,58.0,119.0,Part-Time,2023-05-14,Paralegal,"Provide legal support to corporate legal teams, assist with mergers and acquisitions, and manage corporate records.","['Corporate legal tasks', 'Document drafting', 'Compliance', 'Corporate governance', 'Contract management', 'Due diligence', 'Entity formation', 'Communication with stakeholders', 'Attention to detail', 'Technology proficiency', 'Legal software proficiency', 'Legal research skills']",Diageo,Legal Services,88.5,2023Q2,0.0,9.0,,
1153873.0,1691821452327153.0,60.0,61.0,121.0,Contract,2023-06-22,Paralegal,"Assist in real estate transactions, including title searches, closings, and contract preparation.","['Real estate transactions', 'Title searches', 'Closing processes', 'Deed preparation', 'Contract review', 'Communication with real estate professionals', 'Attention to detail', 'Real estate terminology', 'Technology proficiency', 'Legal software proficiency', 'Legal research skills']",China National Chemical Corporation (ChemChina),Legal Services,91.0,2023Q2,2.0,15.0,,
1154289.0,277536000000000.0,56.0,62.0,118.0,Full-Time,2023-04-09,Paralegal,"Assist in real estate transactions, including title searches, closings, and contract preparation.","['Real estate transactions', 'Title searches', 'Closing processes', 'Deed preparation', 'Contract review', 'Communication with real estate professionals', 'Attention to detail', 'Real estate terminology', 'Technology proficiency', 'Legal software proficiency', 'Legal research skills']",Bajaj Electricals,Legal Services,90.0,2023Q2,3.0,14.0,,
1154753.0,107111000000000.0,59.0,65.0,124.0,Intern,2022-06-21,Software Tester,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.","['Quality assurance processes', 'Testing methodologies', 'Bug tracking and reporting', 'Test case development', 'Regression testing']",Thermo Fisher Scientific,Information Technology,94.5,2022Q2,3.0,11.0,,
1154894.0,1879632473769472.8,27.0,59.0,86.0,Full-Time,2023-06-02,Office Manager,"Office Coordinators provide administrative support within an office. They assist with tasks like scheduling, record-keeping, and communication to ensure efficient office operations.","['Office administration', 'Calendar management', 'Reception duties', 'Communication skills', 'Record keeping', 'Office supplies management']","Dunkin'Brands Group, Inc.",Business,72.5,2023Q2,1.0,15.0,,
1155021.0,108557000000000.0,65.0,60.0,125.0,Intern,2023-02-01,SEO Specialist,"SEO Analysts optimize websites for search engines, conduct keyword research, analyze performance metrics, and implement strategies to improve search rankings.","['Search engine optimization', 'Keyword research', 'O tools', 'Google', 'Analytics', 'Mrush', 'On']",Kimberly-Clark,Business,92.5,2023Q1,1.0,10.0,,
1155074.0,832460000000000.0,27.0,62.0,89.0,Temporary,2022-12-18,Procurement Manager,"Promote diversity and inclusion in the supply chain, manage supplier diversity programs, and assess supplier performance.","['Supplier diversity programs', 'Diversity and inclusion initiatives', 'Supplier assessment and certification', 'Data collection and reporting', 'Vendor outreach and engagement', 'Strategic planning', 'Communication skills', 'Relationship building', 'Attention to diversity and inclusion principles']",W.R. Berkley,Business,75.5,2022Q4,2.0,12.0,,
1155220.0,1643597125310283.0,68.0,56.0,124.0,Intern,2022-02-18,Market Analyst,Competitive Intelligence Analysts gather data on competitors and industry trends. They analyze information to help businesses make informed decisions and gain a competitive edge.,"['Competitive analysis', 'Market research', 'Data analysis', 'Business strategy', 'Industry knowledge']",Motorola Solutions,Business,90.0,2022Q1,2.0,12.0,,
1155383.0,2276993453367090.0,43.0,61.0,104.0,Temporary,2022-02-02,Data Analyst,"Data Quality Analysts ensure the accuracy, completeness, and consistency of data within an organization. They develop and implement data quality standards, perform data validation, and identify and resolve data quality issues to maintain data integrity.","['Data quality assessment and improvement', 'Data profiling and validation', 'Knowledge of data quality tools', 'Informatica', 'Talend', 'Data governance principles', 'L for data analysis', 'Attention to detail and data accuracy']",Tata Motors,Information Technology,82.5,2022Q1,5.0,13.0,,
1155564.0,1536754110314917.0,41.0,61.0,102.0,Intern,2022-11-23,Landscape Architect,Create aesthetically pleasing and functional landscape designs for residential properties.,"['Landscape design', 'Plant selection and care', 'Hardscape design']",ConocoPhillips,Engineering,81.5,2022Q4,3.0,11.0,,
1155606.0,734509000000000.0,21.0,61.0,82.0,Full-Time,2023-07-07,Landscape Architect,"Develop and implement urban planning strategies, manage land use, and ensure sustainable city development.","['Urban design and planning', 'Zoning regulations', 'S and mapping tools']",Jacobs Solutions,Engineering,71.5,2023Q3,5.0,8.0,,
1155784.0,1785212854753042.0,57.0,64.0,121.0,Part-Time,2022-02-16,SEO Analyst,"As a Technical SEO Analyst, your role is to analyze website performance and identify opportunities for optimization. You will work on improving site speed, mobile-friendliness, and other technical aspects to enhance search engine rankings. You will also perform keyword research, conduct competitive analysis, and provide recommendations to improve website SEO.","['Technical', 'Website audits', 'O tools', 'Screaming', 'Frog', 'Ahrefs', 'Schema markup', 'Site speed optimization', 'L sitemaps', 'Canonicalization']",Ovintiv,Information Technology,92.5,2022Q1,4.0,14.0,,
1156126.0,651971000000000.0,48.0,56.0,104.0,Part-Time,2022-05-05,Software Architect,"An Enterprise Architect oversees the overall IT infrastructure, ensuring it supports business processes, and develops strategies to enhance the organizations technology landscape.","['Enterprise architecture', 'Business strategy alignment', 'T governance and compliance']",Mohawk Industries,Information Technology,80.0,2022Q2,2.0,15.0,,
1156242.0,1668818425242402.0,43.0,61.0,104.0,Contract,2023-11-02,Investment Analyst,"A Portfolio Manager oversees investment portfolios, making decisions to maximize returns and minimize risks. They analyze financial markets and adjust asset allocations accordingly.","['Investment management', 'Financial analysis', 'Risk assessment', 'Asset allocation', 'Portfolio optimization']",Watsco,Business,82.5,2023Q4,3.0,11.0,,
1156350.0,1349836206794594.0,56.0,60.0,116.0,Temporary,2022-03-04,Financial Advisor,"Investment Advisors offer financial advice to clients, helping them make investment decisions, manage portfolios, and achieve their financial goals.","['Investment strategies', 'Portfolio management', 'Financial planning', 'Risk assessment', 'Regulatory compliance']",Telstra Corporation,Business,88.0,2022Q1,3.0,12.0,,
1156630.0,2879885668121161.0,44.0,57.0,101.0,Intern,2023-03-20,HR Coordinator,"Recruitment Coordinators support the hiring process by scheduling interviews, screening candidates, and assisting with onboarding. They ensure a smooth recruitment process and maintain candidate records.","['Recruitment process', 'Candidate screening', 'Applicant tracking systems', 'Communication']",Burberry Group,Business,79.0,2023Q1,1.0,11.0,,
1156710.0,1184066877668123.0,29.0,57.0,86.0,Intern,2022-04-26,Marketing Coordinator,"Event Marketing Coordinators focus on marketing events, including trade shows, exhibitions, and product launches, to maximize attendance and engagement.","['Event planning and management', 'Budgeting and financial management', 'Vendor and sponsor relations', 'Promotion and publicity', 'Event logistics and coordination skills']",Mohawk Industries,Business,71.5,2022Q2,4.0,14.0,,
1156833.0,2529580898342218.0,49.0,60.0,109.0,Contract,2021-11-15,UX/UI Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","['User', 'I design tools', 'Sketch', 'Adobe', 'Wireframing and prototyping', 'Usability testing and user research', 'Information architecture and user flows']",Thor Industries,Information Technology,84.5,2021Q4,4.0,13.0,,
1157408.0,1245464467803527.0,26.0,63.0,89.0,Part-Time,2022-06-03,Registered Nurse,"A Clinical Nurse Specialist is an advanced practice nurse who specializes in specific patient populations or clinical areas, providing expert care and contributing to improved patient outcomes.","['Clinical nursing specialization', 'Advanced nursing skills', 'Patient education']",Ingredion,Healthcare,76.0,2022Q2,2.0,9.0,,
1157475.0,2945870864159965.0,69.0,55.0,124.0,Intern,2022-02-24,Structural Engineer,"A Bridge Engineer specializes in designing and maintaining bridges, ensuring their structural integrity, safety, and compliance with engineering standards and regulations.","['Bridge design', 'Civil engineering', 'Structural analysis', 'Auto', 'D proficiency', 'Project management']",International Flavors & Fragrances,Engineering,89.5,2022Q1,5.0,14.0,,
1158041.0,1719893313064794.0,71.0,55.0,126.0,Intern,2022-07-15,Urban Planner,"Transportation Planners design and manage transportation systems. They optimize traffic flow, plan public transit routes, and enhance overall transportation efficiency.","['Transportation planning', 'Traffic engineering', 'S proficiency', 'Public transportation', 'Project management']",APA Group,Engineering,90.5,2022Q3,1.0,11.0,,
1158109.0,716121000000000.0,42.0,65.0,107.0,Full-Time,2021-09-18,SEO Analyst,"As an SEO Content Strategist, your primary responsibility is to develop and execute content strategies that enhance our online presence. You will conduct keyword research, optimize website content, and collaborate with the marketing team to improve search engine rankings and drive organic traffic. Your role involves staying updated with SEO trends and implementing best practices to boost our websites visibility and engagement.","['SEO', 'Search', 'Engine', 'Optimization', 'Content strategy', 'Keyword research', 'Content optimization', 'Content planning', 'Analytics and reporting']",First American Financial,Business,86.0,2021Q3,1.0,9.0,,
1158123.0,793925000000000.0,41.0,60.0,101.0,Full-Time,2023-02-27,Electrical Engineer,"Controls Engineers specialize in industrial automation, designing and implementing control systems for machinery and manufacturing processes. They optimize efficiency and safety.","['Control system design', 'C programming', 'Automation', 'Instrumentation', 'System integration']",Entergy,Business,80.5,2023Q1,5.0,8.0,,
1158417.0,2322739637716281.0,18.0,65.0,83.0,Part-Time,2021-09-24,Social Worker,"Support students social and emotional well-being in schools, collaborate with educators, and connect families with resources.","['School social work principles', 'Student assessment and intervention', 'Special education laws', 'Individualized education plans', 'Ps', 'Crisis management', 'Collaboration with educators', 'Family engagement', 'Advocacy', 'Empathy and communication', 'Documentation', 'Cultural competence', 'Licensing and certification']",Chesapeake Energy,Legal Services,74.0,2021Q3,4.0,15.0,,
1158752.0,1973651403891972.0,49.0,61.0,110.0,Full-Time,2021-12-28,Public Relations Specialist,"Crisis Communication Managers develop strategies to manage and respond to crises, maintaining the organizations reputation during challenging times.","['Crisis communication planning', 'Crisis response', 'Media relations', 'Reputation management', 'Stakeholder communication']",C.H. Robinson Worldwide,Business,85.5,2021Q4,0.0,9.0,,
1159070.0,487655000000000.0,38.0,59.0,97.0,Part-Time,2022-06-28,Sales Consultant,"Sales Trainers develop and deliver training programs to sales teams. They teach sales techniques, product knowledge, and communication skills to improve the performance and effectiveness of sales representatives.","['Sales training', 'Sales coaching', 'Training program development', 'Sales techniques', 'Product knowledge', 'Presentation skills']","Wyndham Hotels & Resorts, Inc.",Business,78.0,2022Q2,1.0,8.0,,
1159295.0,127143000000000.0,29.0,57.0,86.0,Contract,2022-09-03,Electrical Designer,"Lighting Designers create lighting plans for architectural and artistic purposes. They enhance spaces with lighting effects, aesthetics, and energy-efficient lighting solutions.","['Lighting design', 'Architectural lighting', 'Lighting software proficiency', 'Creative lighting concepts', 'Technical knowledge']",Halliburton,Engineering,71.5,2022Q3,0.0,10.0,,
1159399.0,210054000000000.0,37.0,61.0,98.0,Intern,2021-10-19,Investment Analyst,"A Portfolio Manager oversees investment portfolios, making decisions to maximize returns and minimize risks. They analyze financial markets and adjust asset allocations accordingly.","['Investment management', 'Financial analysis', 'Risk assessment', 'Asset allocation', 'Portfolio optimization']",Occidental Petroleum,Business,79.5,2021Q4,0.0,14.0,,
1159486.0,1376455804243168.0,29.0,62.0,91.0,Intern,2022-05-02,Systems Administrator,"Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","['Database management systems', 'My', 'Oracle', 'Server', 'Data security', 'Database tuning and optimization', 'Backup and recovery']",Pfizer,Information Technology,76.5,2022Q2,4.0,10.0,,
1159533.0,210490000000000.0,50.0,56.0,106.0,Intern,2023-10-07,Procurement Manager,"Develop and execute sourcing strategies to procure goods and services, negotiate contracts, and manage supplier relationships.","['Strategic sourcing strategies', 'Supplier evaluation and selection', 'Negotiation skills', 'Vendor management', 'Cost analysis', 'Supply chain management', 'Contract management', 'Problem', 'Attention to detail', 'Communication skills', 'Strategic thinking']",Avnet,Business,81.0,2023Q4,2.0,8.0,,
1159702.0,1837511388259284.0,27.0,56.0,83.0,Part-Time,2022-10-21,Project Coordinator,"Construction Project Coordinators assist in managing construction projects, handling documentation, budget tracking, and coordinating subcontractors.","['Construction project management', 'Building codes and regulations knowledge', 'Budgeting and cost control', 'Construction scheduling', 'Contractor and subcontractor coordination']",Kroger,Business,69.5,2022Q4,1.0,15.0,,
1160790.0,956629000000000.0,55.0,65.0,120.0,Part-Time,2022-12-05,Digital Marketing Specialist,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","['Search engine algorithms and ranking factors', 'Keyword research and analysis', 'On', 'O optimization', 'O tools', 'Google', 'Analytics', 'Mrush', 'O content strategy']",Enterprise Products Partners,Business,92.5,2022Q4,0.0,10.0,,
1161149.0,80898500000000.0,38.0,65.0,103.0,Contract,2023-05-22,SEM Specialist,"SEM Analysts analyze search engine marketing (SEM) campaigns. They monitor performance, optimize keyword strategies, and provide insights to improve the effectiveness of SEM efforts.","['Search engine marketing', 'SEM', 'Google', 'Ads', 'Bing', 'Ads', 'Keyword analysis', 'Ad performance analysis', 'M strategy development', 'Bid management']",Hindustan Unilever Limited (HUL),Business,84.0,2023Q2,2.0,12.0,,
1161150.0,1835538694147364.8,36.0,64.0,100.0,Temporary,2022-11-11,Technical Writer,"Documentation Specialists create and manage documents, manuals, or technical materials. They ensure accuracy, consistency, and accessibility of documentation.","['Document management', 'Recordkeeping', 'Attention to detail', 'Data entry', 'Organizational skills']",XPO,Engineering,82.0,2022Q4,0.0,10.0,,
1161548.0,86673800000000.0,65.0,63.0,128.0,Full-Time,2022-10-09,UX Researcher,Evaluate and improve the usability of websites and applications through user testing and analysis.,"['Usability evaluation', 'User interface assessment', 'Usability testing tools and techniques']",Macquarie Group,Information Technology,95.5,2022Q4,2.0,14.0,,
1161555.0,1721407353690360.0,35.0,56.0,91.0,Part-Time,2022-08-24,Account Director,"Account Strategists work in advertising or marketing agencies, managing client accounts. They develop strategies to meet client goals, oversee campaign execution, and maintain client satisfaction by providing expert guidance and solutions.","['Account management', 'Client relations', 'Marketing strategies', 'Campaign optimization', 'Data analysis', 'Communication skills']",Jones Lang LaSalle,Business,73.5,2022Q3,2.0,15.0,,
1161824.0,843330000000000.0,18.0,64.0,82.0,Contract,2022-01-16,Accountant,"Tax Accountants specialize in tax-related matters. They prepare tax returns, assist with tax planning, and ensure compliance with tax laws and regulations. They stay updated on tax codes and advise organizations on tax strategies.","['Tax preparation', 'Tax planning', 'Tax regulations', 'Accounting', 'Tax software proficiency']",Texas Instruments,Business,73.0,2022Q1,1.0,14.0,,
1161841.0,2764222230656504.0,59.0,56.0,115.0,Contract,2022-02-26,Web Developer,"Backend Web Developers build and maintain the server-side logic and infrastructure required for web applications. They work on data storage, APIs, and server communication to support the functionality of web applications.","['Server', 'Node', 'Python', 'Database management', 'SQL', 'Mongo']",Sprint Corporation,Information Technology,85.5,2022Q1,5.0,8.0,,
1162048.0,162055000000000.0,31.0,62.0,93.0,Full-Time,2022-02-02,Paralegal,"Assist in real estate transactions, including title searches, closings, and contract preparation.","['Real estate transactions', 'Title searches', 'Closing processes', 'Deed preparation', 'Contract review', 'Communication with real estate professionals', 'Attention to detail', 'Real estate terminology', 'Technology proficiency', 'Legal software proficiency', 'Legal research skills']",Sinochem Group,Legal Services,77.5,2022Q1,3.0,10.0,,
1162234.0,1243630697448133.0,45.0,59.0,104.0,Temporary,2021-11-22,Environmental Consultant,"Sustainability Consultants advise organizations on sustainable practices and strategies. They assess environmental impact, recommend sustainability initiatives, and assist in the development and implementation of sustainable policies.","['Sustainability consulting', 'Sustainability assessments', 'Sustainable practices', 'Green building standards', 'Environmental policies', 'Client communication']",Wayfair,Engineering,81.5,2021Q4,2.0,12.0,,
1162250.0,1855831455256990.0,64.0,62.0,126.0,Full-Time,2023-07-30,Registered Nurse,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings.","['Nursing care', 'Patient assessment', 'Medical knowledge']",Publix Super Markets,Healthcare,94.0,2023Q3,0.0,13.0,,
1162836.0,2872943222624776.0,19.0,63.0,82.0,Full-Time,2023-07-07,Marketing Specialist,"Content Marketing Managers oversee the creation and distribution of content to attract and engage customers. They develop content strategies, manage content teams, and track performance metrics to optimize content marketing efforts.","['Content strategy', 'Content creation', 'Blog management', 'Content promotion', 'Analytics and reporting']",Andersons,Business,72.5,2023Q3,3.0,15.0,,
1162954.0,748737000000000.0,62.0,64.0,126.0,Temporary,2022-07-26,Investment Banker,"A Financial Analyst conducts financial analysis, generates reports, and provides insights to support decision-making, budgeting, and financial planning.","['Financial analysis', 'Data analysis', 'Financial modeling']",Petronet LNG,Business,95.0,2022Q3,4.0,13.0,,
1163020.0,440937000000000.0,65.0,58.0,123.0,Full-Time,2023-04-05,Dental Hygienist,A Dental Hygiene Educator teaches dental hygiene practices and oral health to students or the community. They promote preventive care and raise awareness about dental health.,"['Dental hygiene knowledge', 'Teaching and instructional skills', 'Curriculum development', 'Student assessment', 'Clinical practice experience']",APA,Healthcare,90.5,2023Q2,0.0,15.0,,
1163263.0,1892303150856544.8,62.0,59.0,121.0,Full-Time,2023-02-26,Nurse Manager,"Clinical Nurse Managers lead and supervise nursing staff in clinical settings. They coordinate patient care, manage resources, and support nursing teams in providing safe and effective patient treatment.","['Clinical nursing', 'Patient assessment', 'Care planning', 'Staff development', 'Healthcare protocols', 'Communication skills', 'Problem']",Mosaic,Healthcare,90.0,2023Q1,4.0,11.0,,
1163282.0,1709608554417066.0,36.0,59.0,95.0,Contract,2022-05-18,Marketing Coordinator,"Marketing Specialists develop and implement marketing campaigns, analyze market trends, and promote products or services to target audiences.","['Market research and analysis', 'Content creation and copywriting', 'Social media management', 'O and digital marketing', 'Marketing automation tools proficiency']",Ford Motor Company,Business,77.0,2022Q2,1.0,8.0,,
1163617.0,1516567003463833.0,69.0,55.0,124.0,Part-Time,2023-02-23,Data Analyst,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","['Machine learning algorithms and libraries', 'Tensor', 'Flow', 'Py', 'Torch', 'Statistical analysis and modeling', 'Data preprocessing and cleaning', 'Big data technologies', 'Hadoop', 'Spark', 'Data visualization', 'Strong programming skills', 'Python']",Westinghouse Air Brake Technologies,Information Technology,89.5,2023Q1,3.0,11.0,,
1164278.0,2187256974856624.0,23.0,62.0,85.0,Intern,2023-07-28,Customer Service Representative,"A Call Center Agent handles incoming and outgoing customer calls, providing assistance, resolving issues, and ensuring a positive customer experience over the phone.","['Customer service', 'Call center operations', 'Problem']",China Vanke,Business,73.5,2023Q3,0.0,8.0,,
1164546.0,1195286526796178.0,67.0,58.0,125.0,Temporary,2022-07-20,UX/UI Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","['User', 'I design tools', 'Sketch', 'Adobe', 'Wireframing and prototyping', 'Usability testing and user research', 'Information architecture and user flows']",Sinopharm Group,Information Technology,91.5,2022Q3,5.0,15.0,,
1165021.0,2971898033431056.0,29.0,60.0,89.0,Full-Time,2022-02-04,Business Development Manager,"A Sales Manager leads and guides the sales team, sets sales targets, develops sales strategies, and monitors performance to achieve revenue and growth objectives.","['Sales management', 'Sales strategy development', 'Team leadership']",Mohawk Industries,Business,74.5,2022Q1,0.0,8.0,,
1165083.0,2409497306000736.0,58.0,65.0,123.0,Contract,2023-02-23,Sales Consultant,"Sales Trainers develop and deliver training programs to sales teams. They teach sales techniques, product knowledge, and communication skills to improve the performance and effectiveness of sales representatives.","['Sales training', 'Sales coaching', 'Training program development', 'Sales techniques', 'Product knowledge', 'Presentation skills']",Tata Communications,Business,94.0,2023Q1,0.0,9.0,,
1165388.0,42586300000000.0,20.0,60.0,80.0,Temporary,2023-03-15,HR Generalist,"HR Coordinators assist in HR functions such as recruitment, onboarding, and employee record maintenance. They often handle administrative tasks, organize training programs, and provide support to the HR department in various ways.","['Human resources', 'Recruitment', 'Employee onboarding', 'Information', 'Systems', 'Record keeping', 'Communication skills']",Deutsche Bank AG,Business,70.0,2023Q1,2.0,11.0,,
1165636.0,2473296229637223.0,24.0,58.0,82.0,Temporary,2023-04-24,Marketing Analyst,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","['Data analysis tools', 'SQL', 'Python', 'Data visualization tools', 'Tableau', 'Power', 'Statistical analysis', 'Data cleansing and transformation', 'Data modeling', 'Communication of data insights', 'Problem', 'Attention to detail', 'Business acumen']",Moderna,Business,70.0,2023Q2,0.0,14.0,,
1165644.0,2792160208723204.0,17.0,63.0,80.0,Temporary,2023-05-31,Chemical Engineer,"Conduct research, design experiments, and develop innovative products or technologies in various industries.","['Research and development processes', 'Product innovation', 'Prototype development', 'Testing and experimentation', 'Data analysis', 'Collaboration with cross', 'Problem', 'Attention to detail', 'Technical expertise', 'Project management skills']",Johnson Controls International plc,Engineering,71.5,2023Q2,3.0,13.0,,
1165862.0,1157628555383479.0,55.0,57.0,112.0,Part-Time,2022-08-12,Account Executive,"A Sales Account Executive is responsible for acquiring and managing business accounts. They identify sales opportunities, negotiate contracts, and meet revenue targets.","['Sales strategies and tactics', 'Account management', 'Relationship building', 'Sales forecasting', 'Industry and product knowledge']",Discover Financial Services,Business,84.5,2022Q3,2.0,9.0,,
1165985.0,676720000000000.0,26.0,65.0,91.0,Temporary,2022-06-27,Physical Therapist,"Provide physical therapy services to patients with orthopedic conditions, rehabilitate injuries, and improve mobility.","['Orthopedic assessment and treatment', 'Rehabilitation exercises', 'Patient education']",Andersons,Healthcare,78.0,2022Q2,0.0,13.0,,
1166166.0,2171682098638380.8,28.0,57.0,85.0,Temporary,2022-04-26,Legal Counsel,"Employment Lawyers focus on employment law matters, assisting employers and employees with issues like workplace discrimination, labor disputes, and employment contracts. They offer legal counsel and represent clients in legal proceedings.","['Employment law and regulations', 'Employment contracts and agreements', 'Workplace discrimination and harassment laws', 'Legal compliance', 'Client representation and advocacy']",Expedia Group,Legal Services,71.0,2022Q2,3.0,15.0,,
1166455.0,2153779419651163.2,28.0,60.0,88.0,Contract,2022-04-06,SEM Specialist,"Search Engine Marketers optimize online content for search engines. They use SEO strategies to improve website rankings, increase organic traffic, and enhance online visibility.","['Search engine marketing', 'C advertising', 'O strategy', 'Data analysis', 'Digital marketing skills']",Bosch Limited,Business,74.0,2022Q2,5.0,10.0,,
1166827.0,2251062267489552.8,60.0,63.0,123.0,Contract,2022-08-28,Architect,"Architectural Designers create architectural plans and designs for buildings and structures, considering aesthetics, functionality, and safety standards.","['Architectural design software', 'Auto', 'Revit', 'Building codes and regulations 3', 'D modeling', 'Visualization', 'Sustainable design']",Republic Services,Engineering,93.0,2022Q3,1.0,8.0,,
1166894.0,2865311127633249.0,54.0,58.0,112.0,Full-Time,2022-01-21,Procurement Specialist,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.","['Procurement strategies', 'Supplier management', 'Negotiation', 'Cost analysis', 'Supply chain management']",Qualcomm,Business,85.0,2022Q1,2.0,11.0,,
1167000.0,1456601427780910.0,72.0,58.0,130.0,Full-Time,2022-02-07,Software Engineer,"A Frontend Developer is responsible for designing and implementing user interfaces for web applications. They collaborate with designers to create visually appealing and responsive web pages, ensuring a seamless user experience across different devices and browsers.","['Proficiency in', 'CSS', 'Java', 'Script', 'Experience with frontend frameworks like', 'React', 'Angular', 'Vue', 'Responsive web design', 'Cross', 'Version control', 'Git', 'Frontend performance optimization']",Larsen & Toubro Infotech,Information Technology,94.0,2022Q1,0.0,15.0,,
1167187.0,2374720150933027.0,55.0,61.0,116.0,Part-Time,2022-04-30,Brand Ambassador,Social Media Influencers use their online presence to promote brands or products. They create engaging content and collaborate with companies to reach a wider audience.,"['Social media management', 'Content creation', 'Audience engagement', 'Marketing strategy', 'Communication skills']",Deutsche Telekom AG,Business,88.5,2022Q2,5.0,9.0,,
1167246.0,344901000000000.0,46.0,61.0,107.0,Contract,2023-05-04,Sales Consultant,"Sales Advisors provide expert advice to customers about products or services. They help customers make informed purchase decisions, answer questions, and offer solutions tailored to individual needs.","['Sales strategies', 'Customer relationship management', 'Sales techniques', 'Product knowledge', 'Client acquisition', 'Negotiation skills']",MTU Aero Engines AG,Business,84.0,2023Q2,4.0,10.0,,
1167391.0,1474867369999681.0,27.0,64.0,91.0,Temporary,2023-03-28,Physician Assistant,"Assist surgeons in the operating room, perform pre- and post-operative care, and collaborate on surgical procedures.","['Surgical procedures and techniques', 'Operating room protocols', 'Anesthesia management']",Automatic Data Processing,Healthcare,77.5,2023Q1,4.0,15.0,,
