Unnamed: 0,Job Id,Experience,Qualifications,Salary Range (K),Min Salary (K),Max Salary (K),Country,Work Type,Company Size,Job Posting Date,Predicted Industry,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile,Text,Cluster Name,Broader Category,Average Salary (K),Year-Quarter
783325,233621000000000.0,2 to 8 Years,M.Com,28,59,87,Singapore,Contract,61798,2023-09-07,9,Family Lawyer,Mediator,USAJOBS,Mediators facilitate negotiations and dispute resolution between parties in conflict. They remain neutral and help parties reach mutually acceptable agreements through effective communication and problem-solving techniques.,"Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development","['Mediation""', 'Conflict resolution""', 'Negotiation""', 'Communication skills""', 'Neutrality""', 'Problem""', 'Legal knowledge""', 'Mediation techniques]""]]]]]']",Facilitate mediation and alternative dispute resolution (ADR) processes to help clients reach mutually agreeable resolutions. Maintain neutrality and guide parties toward compromise. Draft mediation agreements.,Advanced Micro Devices,"{""Sector"":""Technology"",""Industry"":""Semiconductors and Other Electronic Components"",""City"":""Santa Clara"",""State"":""California"",""Zip"":""95054"",""Website"":""www.amd.com"",""Ticker"":""AMD"",""CEO"":""Lisa T. Su""}","Family Lawyer Facilitate mediation and alternative dispute resolution (ADR) processes to help clients reach mutually agreeable resolutions. Maintain neutrality and guide parties toward compromise. Draft mediation agreements. Mediation Conflict resolution Negotiation Communication skills Neutrality Problem, solving Legal knowledge Mediation techniques",Legal & Social Services,Legal Services,73.0,2023Q3
783989,2360341217559281.0,0 to 13 Years,BA,65,60,125,Singapore,Temporary,132014,2021-10-12,9,Physical Therapist,Pediatric Physical Therapist,Snagajob,"Specialize in providing physical therapy to children, addressing developmental and mobility issues.","Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling","['Pediatric rehabilitation""', 'Developmental assessments""', 'Child psychology knowledge]""]]]]]']",Work with children with developmental or physical disabilities. Provide therapy to improve mobility and motor skills. Collaborate with parents and caregivers.,Kohl's,"{""Sector"":""Retail"",""Industry"":""General Merchandisers"",""City"":""Menomonee Falls"",""State"":""Wisconsin"",""Zip"":""53051"",""Website"":""www.kohls.com"",""Ticker"":""KSS"",""CEO"":""Tom Kingsbury""}",Physical Therapist Work with children with developmental or physical disabilities. Provide therapy to improve mobility and motor skills. Collaborate with parents and caregivers. Pediatric rehabilitation Developmental assessments Child psychology knowledge,Legal & Social Services,Legal Services,92.5,2021Q4
785854,926611000000000.0,3 to 11 Years,MCA,48,59,107,Singapore,Temporary,82710,2021-05-11,9,Legal Assistant,Paralegal,Idealist,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.","Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave","['Legal research""', 'Document drafting""', 'Case management""', 'E""', 'Legal databases""', 'Lexis""', 'Nexis""', 'Client communication""', 'Deposition preparation""', 'Trial support""', 'Ethics and confidentiality""', 'Attention to detail""', 'Communication skills""', 'Legal software proficiency]""]]]]]']","Assist lawyers in legal research, document preparation, and case management. Draft legal documents and pleadings. Organize and maintain case files.",Stanley Black & Decker,"{""Sector"":""Tools & Equipment"",""Industry"":""Home Equipment, Furnishings"",""City"":""New Britain"",""State"":""Connecticut"",""Zip"":""6053"",""Website"":""www.stanleyblackanddecker.com"",""Ticker"":""SWK"",""CEO"":""Donald Allan""}","Legal Assistant Assist lawyers in legal research, document preparation, and case management. Draft legal documents and pleadings. Organize and maintain case files. Legal research Document drafting Case management E, filing Legal databases , e, g,  LexisNexis,  Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency",Legal & Social Services,Legal Services,83.0,2021Q2
788117,127217000000000.0,0 to 14 Years,BBA,33,63,96,Singapore,Part-Time,20802,2023-06-13,9,Paralegal,Litigation Paralegal,Jobs2Careers,"Assist in litigation cases, including document preparation, legal research, and trial support.","Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs","['Legal research""', 'Discovery management""', 'Case preparation""', 'Trial support""', 'Document review""', 'Client communication""', 'E""', 'Attention to detail""', 'Multitasking""', 'Legal terminology""', 'Technology proficiency""', 'Communication skills""', 'Legal software proficiency]""]]]]]']",Assist attorneys in preparing for trials and hearings. Organize and manage legal documents and exhibits. Interview clients and witnesses.,Larsen & Toubro (L&T),"{""Sector"":""Construction & Engineering"",""Industry"":""Construction and Engineering"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400001"",""Website"":""www.larsentoubro.com"",""Ticker"":""LT"",""CEO"":""S. N. Subrahmanyan""}","Paralegal Assist attorneys in preparing for trials and hearings. Organize and manage legal documents and exhibits. Interview clients and witnesses. Legal research Discovery management Case preparation Trial support Document review Client communication E, filing Attention to detail Multitasking Legal terminology Technology proficiency Communication skills Legal software proficiency",Legal & Social Services,Legal Services,79.5,2023Q2
793050,490206000000000.0,2 to 9 Years,MCA,59,65,124,Singapore,Intern,117561,2022-09-01,9,Substance Abuse Counselor,Addiction Counselor,CareerBuilder,"An Addiction Counselor provides support and therapy to individuals struggling with addiction, helping them overcome substance abuse and develop healthier coping strategies.","Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)","['Addiction counseling techniques""', 'Substance abuse treatment""', 'Counseling ethics]""]]]]]']",Provide counseling and support to individuals struggling with substance abuse issues. Conduct assessments and develop treatment plans. Facilitate group therapy sessions.,Beach Energy,"{""Sector"":""Energy/Oil and Gas"",""Industry"":""Oil & Gas"",""City"":""Adelaide"",""State"":""SA"",""Zip"":""5000"",""Website"":""https://www.beachenergy.com.au/"",""Ticker"":""BPT"",""CEO"":""Matt Kay""}",Substance Abuse Counselor Provide counseling and support to individuals struggling with substance abuse issues. Conduct assessments and develop treatment plans. Facilitate group therapy sessions. Addiction counseling techniques Substance abuse treatment Counseling ethics,Legal & Social Services,Legal Services,94.5,2022Q3
796788,2255958817325309.0,3 to 8 Years,BCA,72,58,130,Singapore,Part-Time,20472,2023-08-31,9,Legal Secretary,Legal Assistant,SimplyHired,"A Legal Assistant supports legal professionals by performing administrative and research tasks, organizing legal documents, and assisting with legal proceedings and documentation.","Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance","['Legal research""', 'Document drafting""', 'Communication skills""', 'Legal software proficiency""', 'Attention to detail]""]]]]]']","Provide administrative support to legal professionals, including document preparation and filing. Maintain legal files and records. Schedule appointments and manage calendars.",Computacenter,"{""Sector"":""IT Services"",""Industry"":""Information Technology"",""City"":""Hatfield"",""State"":""England"",""Zip"":""AL10 9TW"",""Website"":""https://www.computacenter.com/"",""Ticker"":""CCC"",""CEO"":""Mike Norris""}","Legal Secretary Provide administrative support to legal professionals, including document preparation and filing. Maintain legal files and records. Schedule appointments and manage calendars. Legal research Document drafting Communication skills Legal software proficiency Attention to detail",Legal & Social Services,Legal Services,94.0,2023Q3
797184,483267000000000.0,0 to 12 Years,MBA,49,56,105,Singapore,Part-Time,111973,2023-11-01,9,Legal Advisor,Corporate Counsel,Idealist,"As a Corporate Counsel, you will focus on legal matters related to corporate governance, mergers and acquisitions, and corporate compliance. You will draft and review corporate documents, oversee compliance programs, and handle complex legal negotiations. Your role includes managing legal relationships with external partners and providing strategic legal guidance to the company.","Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Corporate law""', 'Compliance""', 'Mergers and acquisitions""', 'Corporate governance""', 'Contract drafting""', 'Risk management""', 'Legal strategy""', 'Due diligence]""]]]]]']","Specialize in corporate law, advising companies on legal compliance, mergers and acquisitions, and corporate governance. Ensure legal risk mitigation and compliance with corporate regulations. Handle corporate transactions and contracts.",Mahindra & Mahindra Financial Services,"{""Sector"":""Financial Services"",""Industry"":""Financial Services"",""City"":""Mumbai"",""State"":""MH"",""Zip"":""400 018"",""Website"":""www.mahindrafinance.com"",""Ticker"":""M&MFIN"",""CEO"":""Ramesh Iyer""}","Legal Advisor Specialize in corporate law, advising companies on legal compliance, mergers and acquisitions, and corporate governance. Ensure legal risk mitigation and compliance with corporate regulations. Handle corporate transactions and contracts. Corporate law Compliance Mergers and acquisitions Corporate governance Contract drafting Risk management Legal strategy Due diligence",Legal & Social Services,Legal Services,80.5,2023Q4
802927,607615000000000.0,3 to 8 Years,M.Tech,26,55,81,Singapore,Intern,13545,2023-10-01,9,Substance Abuse Counselor,Family Counselor,The Muse,"A Family Counselor works with families to address interpersonal issues, improve communication, and resolve conflicts, fostering healthier family dynamics.","Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities","['Family counseling""', 'Marriage and family therapy""', 'Conflict resolution skills]""]]]]]']",Work with the families of individuals facing substance abuse challenges. Provide education and therapy to improve family dynamics and support networks. Collaborate with treatment teams.,Skechers U.S.A.,"{""Sector"":""Consumer Discretionary"",""Industry"":""Apparel"",""City"":""Manhattan Beach"",""State"":""California"",""Zip"":""90266"",""Website"":""www.skechers.com"",""Ticker"":""SKX"",""CEO"":""Robert Greenberg""}",Substance Abuse Counselor Work with the families of individuals facing substance abuse challenges. Provide education and therapy to improve family dynamics and support networks. Collaborate with treatment teams. Family counseling Marriage and family therapy Conflict resolution skills,Legal & Social Services,Legal Services,68.0,2023Q4
809691,188211000000000.0,3 to 12 Years,MBA,49,58,107,Singapore,Part-Time,25926,2022-07-11,9,Substance Abuse Counselor,Family Counselor,The Muse,"A Family Counselor works with families to address interpersonal issues, improve communication, and resolve conflicts, fostering healthier family dynamics.","Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)","['Family counseling""', 'Marriage and family therapy""', 'Conflict resolution skills]""]]]]]']",Work with the families of individuals facing substance abuse challenges. Provide education and therapy to improve family dynamics and support networks. Collaborate with treatment teams.,CRRC Corporation,"{""Sector"":""Transportation and Rail"",""Industry"":""Manufacturing & Transportation"",""City"":""Beijing"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""http://www.crrcgc.cc/"",""Ticker"":""1766.HK"",""CEO"":""Luo Renjian""}",Substance Abuse Counselor Work with the families of individuals facing substance abuse challenges. Provide education and therapy to improve family dynamics and support networks. Collaborate with treatment teams. Family counseling Marriage and family therapy Conflict resolution skills,Legal & Social Services,Legal Services,82.5,2022Q3
832429,1293192740875554.0,1 to 15 Years,M.Com,64,65,129,Singapore,Temporary,83611,2022-07-15,9,Legal Assistant,Legal Secretary,Glassdoor,"Provide administrative support to legal professionals, manage schedules, draft documents, and handle correspondence.","Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Legal administrative tasks""', 'Document management""', 'Calendar and docketing""', 'Transcription""', 'File organization""', 'Communication with clients and courts""', 'Knowledge of legal terminology""', 'Attention to detail""', 'Multitasking""', 'Computer skills""', 'M""', 'S""', 'Office]""]]]]]']","Provide administrative support to legal professionals, including scheduling appointments and managing calendars. Prepare legal correspondence and forms. Maintain legal databases and records.",Rolls-Royce Holdings,"{""Sector"":""Aerospace and Defense"",""Industry"":""Aerospace and Defense"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.rolls-royce.com"",""Ticker"":""RR"",""CEO"":""Warren East""}","Legal Assistant Provide administrative support to legal professionals, including scheduling appointments and managing calendars. Prepare legal correspondence and forms. Maintain legal databases and records. Legal administrative tasks Document management Calendar and docketing Transcription File organization Communication with clients and courts Knowledge of legal terminology Attention to detail Multitasking Computer skills , e, g,  MS Office",Legal & Social Services,Legal Services,97.0,2022Q3
832880,1238804525034563.0,5 to 11 Years,MBA,50,55,105,Singapore,Contract,29310,2022-09-24,9,Physical Therapist,Pediatric Physical Therapist,Idealist,"Specialize in providing physical therapy to children, addressing developmental and mobility issues.","Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)","['Pediatric rehabilitation""', 'Developmental assessments""', 'Child psychology knowledge]""]]]]]']",Work with children with developmental or physical disabilities. Provide therapy to improve mobility and motor skills. Collaborate with parents and caregivers.,Fluor,"{""Sector"":""Engineering & Construction"",""Industry"":""Engineering & Construction"",""City"":""Irving"",""State"":""Texas"",""Zip"":""75039"",""Website"":""www.fluor.com"",""Ticker"":""FLR"",""CEO"":""David E. Constable""}",Physical Therapist Work with children with developmental or physical disabilities. Provide therapy to improve mobility and motor skills. Collaborate with parents and caregivers. Pediatric rehabilitation Developmental assessments Child psychology knowledge,Legal & Social Services,Legal Services,80.0,2022Q3
834130,860624000000000.0,3 to 8 Years,BCA,72,57,129,Singapore,Contract,107480,2023-01-16,9,Paralegal,Corporate Paralegal,Internships.com,"Provide legal support to corporate legal teams, assist with mergers and acquisitions, and manage corporate records.","Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development","['Corporate legal tasks""', 'Document drafting""', 'Compliance""', 'Corporate governance""', 'Contract management""', 'Due diligence""', 'Entity formation""', 'Communication with stakeholders""', 'Attention to detail""', 'Technology proficiency""', 'Legal software proficiency""', 'Legal research skills]""]]]]]']","Support corporate legal matters, including mergers and acquisitions, contract drafting, and compliance. Maintain corporate records and filings. Assist in due diligence processes.",CDW,"{""Sector"":""Technology"",""Industry"":""Information Technology Services"",""City"":""Lincolnshire"",""State"":""Illinois"",""Zip"":""60069"",""Website"":""www.cdw.com"",""Ticker"":""CDW"",""CEO"":""Christine A. Leahy""}","Paralegal Support corporate legal matters, including mergers and acquisitions, contract drafting, and compliance. Maintain corporate records and filings. Assist in due diligence processes. Corporate legal tasks Document drafting Compliance Corporate governance Contract management Due diligence Entity formation Communication with stakeholders Attention to detail Technology proficiency Legal software proficiency Legal research skills",Legal & Social Services,Legal Services,93.0,2023Q1
834771,54489200000000.0,1 to 10 Years,BCA,44,58,102,Singapore,Part-Time,91427,2023-03-25,9,Paralegal,Corporate Paralegal,CareerBuilder,"Provide legal support to corporate legal teams, assist with mergers and acquisitions, and manage corporate records.","Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts","['Corporate legal tasks""', 'Document drafting""', 'Compliance""', 'Corporate governance""', 'Contract management""', 'Due diligence""', 'Entity formation""', 'Communication with stakeholders""', 'Attention to detail""', 'Technology proficiency""', 'Legal software proficiency""', 'Legal research skills]""]]]]]']","Support corporate legal matters, including mergers and acquisitions, contract drafting, and compliance. Maintain corporate records and filings. Assist in due diligence processes.",Keurig Dr Pepper Inc.,"{""Sector"":""Beverage"",""Industry"":""Food and Beverage"",""City"":""Burlington"",""State"":""MA"",""Zip"":""1803"",""Website"":""https://www.keurigdrpepper.com/"",""Ticker"":""KDP"",""CEO"":""Robert Gamgort""}","Paralegal Support corporate legal matters, including mergers and acquisitions, contract drafting, and compliance. Maintain corporate records and filings. Assist in due diligence processes. Corporate legal tasks Document drafting Compliance Corporate governance Contract management Due diligence Entity formation Communication with stakeholders Attention to detail Technology proficiency Legal software proficiency Legal research skills",Legal & Social Services,Legal Services,80.0,2023Q1
838779,1232973534242675.0,3 to 12 Years,BBA,44,55,99,Singapore,Intern,31487,2021-06-11,9,Litigation Attorney,Trial Attorney,Stack Overflow Jobs,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.","Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts","['Litigation""', 'Legal research""', 'Courtroom representation""', 'Case preparation""', 'Client counseling""', 'Legal writing]""]]]]]']","Represent clients in civil or criminal trials, presenting cases in court. Prepare legal arguments and cross-examine witnesses. Negotiate settlements when possible.",HCL Technologies,"{""Sector"":""Information Technology"",""Industry"":""Information Technology and Services"",""City"":""Noida"",""State"":""Uttar Pradesh"",""Zip"":""201301"",""Website"":""https://www.hcltech.com/"",""Ticker"":""HCLTECH"",""CEO"":""C. Vijayakumar""}","Litigation Attorney Represent clients in civil or criminal trials, presenting cases in court. Prepare legal arguments and cross-examine witnesses. Negotiate settlements when possible. Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing",Legal & Social Services,Legal Services,77.0,2021Q2
839841,165831000000000.0,5 to 15 Years,M.Tech,41,55,96,Singapore,Temporary,19385,2022-08-14,9,Paralegal,Corporate Paralegal,Internships.com,"Provide legal support to corporate legal teams, assist with mergers and acquisitions, and manage corporate records.","Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)","['Corporate legal tasks""', 'Document drafting""', 'Compliance""', 'Corporate governance""', 'Contract management""', 'Due diligence""', 'Entity formation""', 'Communication with stakeholders""', 'Attention to detail""', 'Technology proficiency""', 'Legal software proficiency""', 'Legal research skills]""]]]]]']","Support corporate legal matters, including mergers and acquisitions, contract drafting, and compliance. Maintain corporate records and filings. Assist in due diligence processes.",TJX,"{""Sector"":""Retail"",""Industry"":""Specialty Retailers: Apparel"",""City"":""Framingham"",""State"":""Massachusetts"",""Zip"":""1701"",""Website"":""www.tjx.com"",""Ticker"":""TJX"",""CEO"":""Ernie L. Herrman""}","Paralegal Support corporate legal matters, including mergers and acquisitions, contract drafting, and compliance. Maintain corporate records and filings. Assist in due diligence processes. Corporate legal tasks Document drafting Compliance Corporate governance Contract management Due diligence Entity formation Communication with stakeholders Attention to detail Technology proficiency Legal software proficiency Legal research skills",Legal & Social Services,Legal Services,75.5,2022Q3
843193,2709723219520169.0,5 to 12 Years,B.Com,27,64,91,Singapore,Intern,18752,2023-03-29,9,Legal Advisor,Legal Counsel,Internships.com,"As a Legal Counsel, your responsibilities include providing legal advice, drafting contracts, and ensuring compliance with laws and regulations. You will represent the company in legal matters, negotiate agreements, and mitigate legal risks. Your role involves staying informed about changes in the law and advising management on legal issues affecting the business.","Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance","['Legal counsel""', 'Legal advice""', 'Contract negotiation""', 'Legal research""', 'Litigation support""', 'Client representation""', 'Legal writing""', 'Regulatory compliance]""]]]]]']","Provide legal advice and counsel to individuals, businesses, or organizations on various legal matters. Draft legal documents, contracts, and agreements. Represent clients in negotiations and legal proceedings.",SF Express,"{""Sector"":""Logistics"",""Industry"":""Logistics & Delivery Services"",""City"":""Shenzhen"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.sf-express.com/"",""Ticker"":""2352"",""CEO"":""Wang Wei""}","Legal Advisor Provide legal advice and counsel to individuals, businesses, or organizations on various legal matters. Draft legal documents, contracts, and agreements. Represent clients in negotiations and legal proceedings. Legal counsel Legal advice Contract negotiation Legal research Litigation support Client representation Legal writing Regulatory compliance",Legal & Social Services,Legal Services,77.5,2023Q1
844406,2060315946537896.0,2 to 10 Years,B.Tech,27,57,84,Singapore,Part-Time,91676,2022-09-15,9,Legal Assistant,Legal Secretary,Indeed,"Provide administrative support to legal professionals, manage schedules, draft documents, and handle correspondence.","Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)","['Legal administrative tasks""', 'Document management""', 'Calendar and docketing""', 'Transcription""', 'File organization""', 'Communication with clients and courts""', 'Knowledge of legal terminology""', 'Attention to detail""', 'Multitasking""', 'Computer skills""', 'M""', 'S""', 'Office]""]]]]]']","Provide administrative support to legal professionals, including scheduling appointments and managing calendars. Prepare legal correspondence and forms. Maintain legal databases and records.",Meta Platforms,"{""Sector"":""Technology"",""Industry"":""Internet Services and Retailing"",""City"":""Menlo Park"",""State"":""California"",""Zip"":""94025"",""Website"":""www.fb.com"",""Ticker"":""META"",""CEO"":""Mark Zuckerberg""}","Legal Assistant Provide administrative support to legal professionals, including scheduling appointments and managing calendars. Prepare legal correspondence and forms. Maintain legal databases and records. Legal administrative tasks Document management Calendar and docketing Transcription File organization Communication with clients and courts Knowledge of legal terminology Attention to detail Multitasking Computer skills , e, g,  MS Office",Legal & Social Services,Legal Services,70.5,2022Q3
850042,1946157098924704.8,2 to 8 Years,MBA,49,62,111,Singapore,Part-Time,64493,2021-02-11,9,Legal Secretary,Legal Assistant,Internships.com,"A Legal Assistant supports legal professionals by performing administrative and research tasks, organizing legal documents, and assisting with legal proceedings and documentation.","Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Legal research""', 'Document drafting""', 'Communication skills""', 'Legal software proficiency""', 'Attention to detail]""]]]]]']","Provide administrative support to legal professionals, including document preparation and filing. Maintain legal files and records. Schedule appointments and manage calendars.",Pacific Life,"{""Sector"":""Insurance"",""Industry"":""Insurance: Life, Health (Stock)"",""City"":""Newport Beach"",""State"":""California"",""Zip"":""92660"",""Website"":""www.pacificlife.com"",""Ticker"":"""",""CEO"":""Darryl Button""}","Legal Secretary Provide administrative support to legal professionals, including document preparation and filing. Maintain legal files and records. Schedule appointments and manage calendars. Legal research Document drafting Communication skills Legal software proficiency Attention to detail",Legal & Social Services,Legal Services,86.5,2021Q1
852563,1254532764470935.0,1 to 8 Years,BCA,25,55,80,Singapore,Full-Time,34333,2021-04-10,9,Legal Advisor,Legal Counsel,Idealist,"As a Legal Counsel, your responsibilities include providing legal advice, drafting contracts, and ensuring compliance with laws and regulations. You will represent the company in legal matters, negotiate agreements, and mitigate legal risks. Your role involves staying informed about changes in the law and advising management on legal issues affecting the business.","Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development","['Legal counsel""', 'Legal advice""', 'Contract negotiation""', 'Legal research""', 'Litigation support""', 'Client representation""', 'Legal writing""', 'Regulatory compliance]""]]]]]']","Provide legal advice and counsel to individuals, businesses, or organizations on various legal matters. Draft legal documents, contracts, and agreements. Represent clients in negotiations and legal proceedings.",Intercontinental Exchange,"{""Sector"":""Financial Services"",""Industry"":""Securities"",""City"":""Atlanta"",""State"":""Georgia"",""Zip"":""30328"",""Website"":""www.ice.com"",""Ticker"":""ICE"",""CEO"":""Jeffrey C. Sprecher""}","Legal Advisor Provide legal advice and counsel to individuals, businesses, or organizations on various legal matters. Draft legal documents, contracts, and agreements. Represent clients in negotiations and legal proceedings. Legal counsel Legal advice Contract negotiation Legal research Litigation support Client representation Legal writing Regulatory compliance",Legal & Social Services,Legal Services,67.5,2021Q2
857018,1418275872070490.0,4 to 9 Years,M.Tech,60,55,115,Singapore,Part-Time,106862,2023-07-26,9,Social Worker,School Social Worker,USAJOBS,"Support students social and emotional well-being in schools, collaborate with educators, and connect families with resources.","Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling","['School social work principles""', 'Student assessment and intervention""', 'Special education laws""', 'Individualized education plans""', 'I""', 'E""', 'Ps""', 'Crisis management""', 'Collaboration with educators""', 'Family engagement""', 'Advocacy""', 'Empathy and communication""', 'Documentation""', 'Cultural competence""', 'Licensing and certification]""]]]]]']",Collaborate with schools to support students academic and social needs. Conduct assessments and provide counseling and resources. Advocate for students and families.,3i Group,"{""Sector"":""Financial Services"",""Industry"":""Financial Services - Investment"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.3i.com"",""Ticker"":""III.L"",""CEO"":""Simon Borrows""}","Social Worker Collaborate with schools to support students academic and social needs. Conduct assessments and provide counseling and resources. Advocate for students and families. School social work principles Student assessment and intervention Special education laws Individualized education plans , IEPs,  Crisis management Collaboration with educators Family engagement Advocacy Empathy and communication Documentation Cultural competence Licensing and certification",Legal & Social Services,Legal Services,85.0,2023Q3
857933,310328000000000.0,0 to 13 Years,MCA,56,57,113,Singapore,Part-Time,83631,2021-11-16,9,Legal Counsel,Employment Lawyer,SimplyHired,"Employment Lawyers focus on employment law matters, assisting employers and employees with issues like workplace discrimination, labor disputes, and employment contracts. They offer legal counsel and represent clients in legal proceedings.","Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Employment law and regulations""', 'Employment contracts and agreements""', 'Workplace discrimination and harassment laws""', 'Legal compliance""', 'Client representation and advocacy]""]]]]]']","Advise on employment law matters, including labor relations, HR policies, and employee disputes. Conduct investigations and negotiations. Ensure legal compliance in hiring and terminations.",Vonovia SE,"{""Sector"":""Real Estate"",""Industry"":""Real Estate"",""City"":""Bochum"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.vonovia.de"",""Ticker"":""VNA"",""CEO"":""Rolf Buch""}","Legal Counsel Advise on employment law matters, including labor relations, HR policies, and employee disputes. Conduct investigations and negotiations. Ensure legal compliance in hiring and terminations. Employment law and regulations Employment contracts and agreements Workplace discrimination and harassment laws Legal compliance Client representation and advocacy",Legal & Social Services,Legal Services,85.0,2021Q4
860722,1504183831312261.0,5 to 13 Years,M.Tech,54,61,115,Singapore,Full-Time,29622,2022-08-12,9,Litigation Attorney,Family Law Attorney,Internships.com,"Family Law Attorneys deal with legal matters related to family relationships. They handle cases like divorce, child custody, adoption, and domestic disputes to provide legal guidance.","Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)","['Family law""', 'Divorce proceedings""', 'Child custody""', 'Mediation""', 'Legal counseling""', 'Court representation]""]]]]]']","Specialize in family law matters, such as divorce, child custody, and adoption. Advocate for clients in family court proceedings. Offer legal advice and mediation services.",EstÃƒÂ©e Lauder,,"Litigation Attorney Specialize in family law matters, such as divorce, child custody, and adoption. Advocate for clients in family court proceedings. Offer legal advice and mediation services. Family law Divorce proceedings Child custody Mediation Legal counseling Court representation",Legal & Social Services,Legal Services,88.0,2022Q3
862161,150235000000000.0,3 to 14 Years,BBA,35,64,99,Singapore,Temporary,22335,2022-05-01,9,Legal Advisor,Corporate Counsel,The Muse,"As a Corporate Counsel, you will focus on legal matters related to corporate governance, mergers and acquisitions, and corporate compliance. You will draft and review corporate documents, oversee compliance programs, and handle complex legal negotiations. Your role includes managing legal relationships with external partners and providing strategic legal guidance to the company.","Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Corporate law""', 'Compliance""', 'Mergers and acquisitions""', 'Corporate governance""', 'Contract drafting""', 'Risk management""', 'Legal strategy""', 'Due diligence]""]]]]]']","Specialize in corporate law, advising companies on legal compliance, mergers and acquisitions, and corporate governance. Ensure legal risk mitigation and compliance with corporate regulations. Handle corporate transactions and contracts.",Bajaj Auto,"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""Pune"",""State"":""Maharashtra"",""Zip"":""411035"",""Website"":""https://www.bajajauto.com/"",""Ticker"":""BAJAJ-AUTO"",""CEO"":""Rakesh Sharma""}","Legal Advisor Specialize in corporate law, advising companies on legal compliance, mergers and acquisitions, and corporate governance. Ensure legal risk mitigation and compliance with corporate regulations. Handle corporate transactions and contracts. Corporate law Compliance Mergers and acquisitions Corporate governance Contract drafting Risk management Legal strategy Due diligence",Legal & Social Services,Legal Services,81.5,2022Q2
