Job Id,Job URL,Job Salary Range,Job Employment Type,Job Posting Date,Job Title,Job Description,skills,Company,Job Industry,Job Minimum Experience
MCF-2024-1423003,https://www.mycareersfuture.gov.sg/job/banking-finance/assistant-vice-president-%E2%80%93-amlkyc-services-maples-fund-services-16b83c19fd3855cfcb4e54d0dfe460b7?source=MCF&event=Search,"$7,500to$9,000",Full Time,Posted 26 Sep 2024,Assistant Vice President – AML / KYC Services (Native Japanese Speaker),"About the Role
Primary responsibilities include:
leading a small team of KYC Analysts who are responsible for performing the due diligence review and sanction checking e.g. review investor on-boarding documentation in accordance with the Company’s KYC standard and applicable regulatory requirements.;
working closely with the local RTA teams in Singapore to ensure efficient workflow and response times;
providing guidance, training and technical assistance to the KYC Analysts and other members of the Maples Group on AML and KYC related issues;
assisting with monitoring the team’s workflow and ensuring deliverables are on track and completed timely;
ensuring compliance and risk policies are adhered to; and
liaising with other members of the Maples Group, clients, and other third parties in various international jurisdictions, placement agents, investment managers and other transaction parties throughout Asia, Europe and North America.
What You Bring
In addition to indisputably high ethical standards and autonomy, the ideal candidate possesses the following:
the successful applicant will be a university graduate with at least five years relevant experience in an AML/KYC/Compliance role. Specific knowledge of Cayman Islands AML/KYC requirements and/or an AML qualification would be an advantage.
he/she will have very strong analytical skills with the ability to read and interpret documentation in line with specific requirements;
the successful applicant will have excellent knowledge of Microsoft applications;
in addition, he/she will have the ability to use initiative, be self-motivated and able to work independently, and work well under pressure to complete high volumes of work with regular deadlines and performance targets;
this position requires a high degree of attention to detail, accuracy and efficiency, ability to multi-task and excellent organizational, prioritization and communication skills;
fluency in English and Japanese is required.","Ability to Multitask
Leadership
Technical Assistance
Due Diligence
Analytical Skills
Work Well Under Pressure
Know Your Client - KYC
Hedge Fund
managing funds
Compliance
Attention to Detail
Communication Skills
AML
Regulatory Requirements
KYC
Supervisory Experience
Able To Work Independently
Japanese",MAPLES FUND SERVICES (SINGAPORE) PTE. LTD.,"Banking and Finance, Professional Services",5 years exp
MCF-2024-1328403,https://www.mycareersfuture.gov.sg/job/accounting/urgent-cfo-js27-trust-recruit-a43f743896e065ce711e09adf58c508e?source=MCF&event=Search,"$10,000to$15,000","Permanent, Full Time",Posted 09 Sep 2024,Urgent!! CFO (SGX Listed / Construction / CA / CPA / CMA)JS27,"Highlight
Must hv exp in SGX listed company
Construction industry preferred
CA/CPA/CMA
Job Responsibilities:
Provide leadership, direction and management to the finance and accounting team.
Provide strategic recommendations to the CEO and members of the executive management team
Support the Group's strategic planning and budgeting exercises
Champion the development of policies and procedures within accepted accounting principles and
corporate guidelines to ensure effective internal controls are in place and complied with
Oversee and ensure compliance of statutory and tax requirements of all legal entities
Oversee all financial control activities, including the review and analysis of monthly and quarterly numbers and disclosures
Work with project teams on finance-related areas including financial due diligence, tax structuring, funding and assessment.
Responsible to liaise with auditors, tax agents and other regulatory bodies and provide the necessary information as required
Manage forecasting, reporting, budgets, and consolidation to the Board and Investors
Job Requirements:
Minimum 3 years experience in SGX Listed company
Construction / Engineering industry background preferred
CA/CPA/CMA

HOW TO APPLY:
Interested applicants, please click on “Apply Now”.
We regret only shortlisted candidates will be notified.
Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).
Please read our privacy statement on our corporate website www.trustrecruit.com.sg.
Trust Recruit Pte Ltd
EA License No: 19C9950
EA Personnel: Sim Jia Hui
EA Personnel Reg No: R22106242","Forecasting
Executive Management
Strategic Planning
Budgets
Leadership
Construction
Due Diligence
Consolidation
Tax
Internal Controls
Tax Structuring
Accounting
Compliance
Budgeting",TRUST RECRUIT PTE. LTD.,Accounting / Auditing / Taxation,3 years exp
MCF-2024-1333885,https://www.mycareersfuture.gov.sg/job/information-technology/solution-architect-sourceo-365e47ccb2d653d03f428a3fd55570fd?source=MCF&event=Search,"$8,600to$14,000",Contract,Posted 10 Sep 2024,Solution Architect (SAAS / Salesforce),"How you’ll make impact
Translate business requirements, including application resiliency
requirements, into application architectural specifications
Propose technical solution to a client based on client’s Enterprise Architecture
Use, govern and enhance the architecture blueprint to ensure that the
business and ICT are in alignment
Design the architecture blueprint of the organization’s business, information
and ICT assets, by using multiple architectural models
Review source codes and solutions as part of the software development
Lifecycle process
Able to solution with Salesforce /SaaS
What’s important to us
Degree or diploma in any discipline
7+ years of relevant work experience -must have a minimum of 3 years as a tech lead and system architect
Experience with Salesforce/SaaS and integration with ERP
Hands-on experience I nat least 3 full project development life cycles
Experience in designing and implementing.Net and/orJ2EE applications
Excellent data modelling and SQL skills
Solid understanding of server-side .Net and/or Java development, Service
Oriented Architectures, web services and public websites /eservices development
Ability to analyse and identify comprehensive solutions considering all
Functional implications while developing a workable solution
Fluency in English","CRM
Web Services
ICT
Customer Interaction
Architect
Architectural
ERP
Architects
SQL
Solution Architecture
Enterprise Architecture
Team Management
SaaS
Java
Software Development
Business Requirements",SOURCEO PTE. LTD.,Information Technology,7 years exp
MCF-2024-1358996,https://www.mycareersfuture.gov.sg/job/real-estate/technical-executive-trust-recruit-2b26c44f34bbbc54cd56cd5288024714?source=MCF&event=Search,"$3,500to$4,000",Contract,Posted 14 Sep 2024,Technical Executive (Facilities),"Job description
Assist Building Manager in the daily operations.
Supervise, plan and organize a team of on-site contractors in carrying out planned and ad-hoc maintenance works.
Investigate, check and analyse reported breakdowns & faults to determine their cause for the prevention of future occurrences.
Supervise upgrading projects, if required
Carry out regular inspection to the facilities and systems
Establish good working rapport with stakeholder
To process and monitor incoming invoices and assign proper expenses codes. You will monitor invoices to ensure that there is no duplicate billing issued to the department.
Job requirements
Diploma in maintenance/facility/mechanical/electrical/real estate management/ Civil/ Structural with a min 3 years in relevant working experience (Only Local Poly and BCA relevant certificate)
Prefer one who has experience in handling government project

HOW TO APPLY:

Interested applicants, kindly send your resume in MS WORD format to ref45(at)trustrecruit.com.sg
We regret only shortlisted candidates will be notified.
Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).
Please read our privacy statement on our corporate website www.trustrecruit.com.sg.
Trust Recruit Pte Ltd
EA License No: 19C9950
EA Personnel: Rachel Tang Sue Leng
EA Personnel Reg No: R24121588","Fire Safety
Preventive Maintenance
Property Management
Workplace Safety
Building Services
MS Word
IP
Prevention
Disposition
Facilities Management
Workplace Safety and Health",TRUST RECRUIT PTE. LTD.,Real Estate / Property Management,3 years exp
MCF-2024-1371398,https://www.mycareersfuture.gov.sg/job/information-technology/key-account-manager-glints-singapore-c9aba6030ec9471f7e5a4549ef871fca?source=MCF&event=Search,"$7,500to$9,300",Permanent,Posted 17 Sep 2024,Key Account Manager,"Title: Key Account Manager
Location: Singapore
Industry: Video tech
Perm

Job Description:
As the Key Account Manager for Asia, you will manage strategic accounts, build long-term relationships with clients, and identify cross-selling opportunities. You will collaborate with internal teams to drive business development and execute client projects while ensuring clear communication and value delivery.

Requirements:
Bachelor's degree in Business or related fields
10+ years of sales experience
Proven ability to sell technical solutions
Strong enterprise account management skills
Familiarity with software sales strategies
Excellent communication and customer management skills
Ability to travel across Asia

(EA:20C0196)
R22108971","Negotiation
CRM
Account Management
Management Skills
Microsoft Excel
Interpersonal Skills
Channel
Selling
Strategy
B2B
Customer Management
Presentation Skills
Customer Satisfaction
Team Player
Key Account Management
Business Development",GLINTS SINGAPORE PTE. LTD.,Information Technology,8 years exp
MCF-2024-1369599,https://www.mycareersfuture.gov.sg/job/education-training/urgent-general-manager-js27-trust-recruit-303cd05cd153838840572e61930892d0?source=MCF&event=Search,"$8,000to$10,000",Permanent,Posted 17 Sep 2024,Urgent!! General Manager (Flexi Work / Sport / Operation) JS27,"Highlights:
Business Strategy Planning / Management
Oversee 3-4 entities across 3 locations
Flexible working hours & WFH

Summary of position
Looking for an experienced, growth-focused, and people-oriented leader to oversee the day-to-day operations of our team, which consists of 15 full-time staff and 30-40 contract staff operating out of 3 locations. The General Manager will be responsible for pursuing the growth of the company and overseeing operations, guiding business strategy together with the Directors, and ensuring the successful execution of our mission.

Responsibilities

Business Strategy & Growth
Collaborate with the Directors of the Company to determine medium- to long-term business
strategy with a clear focus on growth
Proactively ideate, explore, and analyze opportunities for company growth, whether through
expansions of current products or entry into new markets
Execute chosen growth strategies aggressively yet prudently
Conduct basic financial modeling to assess the financial viability of growth strategies and ensure
alignment with company objectives
Operations & Marketing
Oversee the smooth day-to-day running of the company by supporting the work of line
managers
Leverage technology to improve efficiencies and outcomes
Draft and implement a comprehensive marketing plan encompassing above-the-line,
below-the-line, and social media marketing while keeping within budget constraints
Constantly seek opportunities to optimize data collection and reporting to support informed
decision-making
Make informed decisions regarding operational escalations with consideration for student
safety, customer/staff satisfaction, and financial impact
Team management & HR
Build, manage, and mentor teams to deliver on the company’s mission and business objectives
Track team performance through OKRs (Objectives and Key Results) and support professional
development
Design and implement cost-effective initiatives to maximize team satisfaction and retention
Manage team leaves to ensure balanced staffing at all times
Ensure full compliance with MOM regulations
Finance & Purchasing
Set the company’s annual budget and financial targets
Approve team purchasing decisions in accordance with the budget
Ensure timely payment to suppliers and landlords, and timely billing to clients
Submit monthly management accounts and analysis to Directors with simple commentary
Manage company financing strategy, balancing working and growth capital requirements
Ensure full compliance with IRAS and other relevant regulations, including GST filing and annual
reporting for 3 entities
Requirements
5+ years of leadership experience at the senior management level
Excellent verbal and written communication in English
Strong finance and analytical skills with demonstrable success in managing P&L
Experience managing a best-in-class brand, preferably in the education or lifestyle sectors
Existing right-to-work in Singapore. We are not able to sponsor visas


HOW TO APPLY:
Interested applicants, please click on “Apply Now”or email ref33@trustrecruit.com.sg
We regret only shortlisted candidates will be notified.
Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).
Please read our privacy statement on our corporate website www.trustrecruit.com.sg.
Trust Recruit Pte Ltd
EA License No: 19C9950
EA Personnel: Sim Jia Hui
EA Personnel Reg No: R22106242","Lifestyle
Leadership
Growth Strategies
IRAs
Athletics
Analytical Skills
Landlords
Purchasing
Written Communication
Strategy
Business Strategy
Financial Modeling
Team Management
Capital
Social Media Marketing
Strategy Planning
Education",TRUST RECRUIT PTE. LTD.,Education and Training,8 years exp
MCF-2024-1371172,https://www.mycareersfuture.gov.sg/job/general-management/general-manager-flexi-trust-recruit-448ca6044ff62eb8c886630e3e451e1a?source=MCF&event=Search,"$8,000to$10,000",Permanent,Posted 17 Sep 2024,General Manager (Sport / Education / Business Strategy) - Flexi,"(CENTRAL)

3 directors upward
Oversee 4 line managers
flexible working hrs & location
3 entities

Responsibilities:
1)Business Strategy & Growth
● Collaborate with the Directors of the Company to determine medium- to long-term business strategy with a clear focus on growth
● Proactively ideate, explore, and analyze opportunities for company growth, whether through expansions of current products or entry into new markets
● Execute chosen growth strategies aggressively yet prudently
● Conduct basic ﬁnancial modeling to assess the ﬁnancial viability of growth strategies and ensure alignment with company objectives

2)Operations & Marketing
● Oversee the smooth day-to-day running of the company by supporting the work of line managers
● Leverage technology to improve efﬁciencies and outcomes
● Draft and implement a comprehensive marketing plan encompassing above-the-line, below-the-line, and social media marketing while keeping within budget constraints
● Constantly seek opportunities to optimize data collection and reporting to support informed decision-making
● Make informed decisions regarding operational escalations with consideration for student safety, customer/staff satisfaction, and ﬁnancial impact

3)Team management & HR
● Build, manage, and mentor teams to deliver on the company’s mission and business objectives
● Track team performance through OKRs (Objectives and Key Results) and support professional development
● Design and implement cost-effective initiatives to maximize team satisfaction and retention
● Manage team leaves to ensure balanced stafﬁng at all times
● Ensure full compliance with MOM regulations

4)Finance & Purchasing
● Set the company’s annual budget and ﬁnancial targets
● Approve team purchasing decisions in accordance with the budget
● Ensure timely payment to suppliers and landlords, and timely billing to clients
● Submit monthly management accounts and analysis to Directors with simple commentary
● Manage company ﬁnancing strategy, balancing working and growth capital requirements
● Ensure full compliance with IRAS and other relevant regulations, including GST ﬁling and annual reporting for 3 entities

Requirements:
● Demonstrated ability to directly contribute to the high growth of a company
● Conviction in the importance of sports in children’s education
● Strong management ability to effectively coach and build skills in others, cultivating a positive team culture
● Able to effectively work and develop meaningful relationships with diverse stakeholders
● Project management and organizational skills with the ability to juggle multiple projects
● Astute commercial and strategic judgment, with the ability to manage risks and see the big picture
● Ability to adapt to changing opportunities and environments, including the willingness to embrace new technologies and think creatively
● Highest level of professional ethics and commitment to brand stewardship
● 5+ years of leadership experience at the senior management level

HOW TO APPLY:
Interested applicants, please click on “Apply Now”.
We regret only shortlisted candidates will be notified.
Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).
Please read our privacy statement on our corporate website www.trustrecruit.com.sg.
Trust Recruit Pte Ltd
EA License No: 19C9950
EA Personnel: Chris Poh Tze Zheng
EA Personnel Reg No: R24120101","Leadership
Growth Strategies
IRAs
Modeling
Landlords
Purchasing
Marketing
Strategy
Business Strategy
Stewardship
Compliance
Project Management
Human Resource
Capital
Social Media Marketing",TRUST RECRUIT PTE. LTD.,General Management,5 years exp
MCF-2024-1398684,https://www.mycareersfuture.gov.sg/job/general-management/general-manager-flexi-trust-recruit-68f073105f754bf390c8ad314df4bfe0?source=MCF&event=Search,"$8,000to$10,000",Permanent,Posted 22 Sep 2024,General Manager (Sport / Education / Business Strategy) - Flexi,"(CENTRAL)

3 directors upward
Oversee 4 line managers
flexible working hrs & location
3 entities

Responsibilities:
1)Business Strategy & Growth
● Collaborate with the Directors of the Company to determine medium- to long-term business strategy with a clear focus on growth
● Proactively ideate, explore, and analyze opportunities for company growth, whether through expansions of current products or entry into new markets
● Execute chosen growth strategies aggressively yet prudently
● Conduct basic ﬁnancial modeling to assess the ﬁnancial viability of growth strategies and ensure alignment with company objectives

2)Operations & Marketing
● Oversee the smooth day-to-day running of the company by supporting the work of line managers
● Leverage technology to improve efﬁciencies and outcomes
● Draft and implement a comprehensive marketing plan encompassing above-the-line, below-the-line, and social media marketing while keeping within budget constraints
● Constantly seek opportunities to optimize data collection and reporting to support informed decision-making
● Make informed decisions regarding operational escalations with consideration for student safety, customer/staff satisfaction, and ﬁnancial impact

3)Team management & HR
● Build, manage, and mentor teams to deliver on the company’s mission and business objectives
● Track team performance through OKRs (Objectives and Key Results) and support professional development
● Design and implement cost-effective initiatives to maximize team satisfaction and retention
● Manage team leaves to ensure balanced stafﬁng at all times
● Ensure full compliance with MOM regulations

4)Finance & Purchasing
● Set the company’s annual budget and ﬁnancial targets
● Approve team purchasing decisions in accordance with the budget
● Ensure timely payment to suppliers and landlords, and timely billing to clients
● Submit monthly management accounts and analysis to Directors with simple commentary
● Manage company ﬁnancing strategy, balancing working and growth capital requirements
● Ensure full compliance with IRAS and other relevant regulations, including GST ﬁling and annual reporting for 3 entities

Requirements:
● Demonstrated ability to directly contribute to the high growth of a company
● Conviction in the importance of sports in children’s education
● Strong management ability to effectively coach and build skills in others, cultivating a positive team culture
● Able to effectively work and develop meaningful relationships with diverse stakeholders
● Project management and organizational skills with the ability to juggle multiple projects
● Astute commercial and strategic judgment, with the ability to manage risks and see the big picture
● Ability to adapt to changing opportunities and environments, including the willingness to embrace new technologies and think creatively
● Highest level of professional ethics and commitment to brand stewardship
● 5+ years of leadership experience at the senior management level

HOW TO APPLY:
Interested applicants, please click on “Apply Now”.
We regret only shortlisted candidates will be notified.
Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).
Please read our privacy statement on our corporate website www.trustrecruit.com.sg.
Trust Recruit Pte Ltd
EA License No: 19C9950
EA Personnel: Chris Poh Tze Zheng
EA Personnel Reg No: R24120101","Leadership
Growth Strategies
IRAs
Modeling
Landlords
Purchasing
Marketing
Strategy
Business Strategy
Stewardship
Compliance
Project Management
Human Resource
Capital
Social Media Marketing",TRUST RECRUIT PTE. LTD.,General Management,5 years exp
MCF-2024-1396426,https://www.mycareersfuture.gov.sg/job/building-construction/hse-manager-marine-trust-recruit-f035052f6562e0b395a8a794998afc8d?source=MCF&event=Search,"$9,000to$10,000",Full Time,Posted 21 Sep 2024,HSE Manager / Marine,"AWS + VB
Japanese comapny
Job Responsibilities:
Safety Management System Implementation: Support in the implementation of the Company's Safety Management System, which may include tasks related to manuals and fleet notices. Investigation of accidents & incidents and advise Managers of Liquefied Gas Carriers on the measures to prevent recurrence. Develop and enhance Cyber Security of Vessel ICT systems.
smartPAL HSEQ: Support GM for collaboration with stakeholders to follow up on Enterprise Resource Planning (ERP) issues. Support Construction and maintenance of companies’ HSEQ module in PAL. Identify PAL users’ requirements and propose the best solution with feasibility, timeliness, and cost effectiveness in mind, discuss and confirm the solutions together with PAL users and system vendors
Monitoring and Analysis: Monitor and analyze Health, Safety, Environment, and Quality (HSEQ) objectives and Key Performance Indicators (KPIs) for the fleet. Review and analysis of HSEQ scores, fleet audit and inspection outcomes through PAL, and advise Managers of Energy on the measures to improve fleet performance.
Assist with HSEQ and Certification: smartPAL HSEQ (Health, Safety, Environment, Quality), Quality Document Management System (QDMS), certification processes, and day-to-day crewing issues.
Stakeholder Engagement: Support GM for collaboration with various stakeholders to plan for future deployments and unification efforts. Support PMS/DD/Purchase PICs in ICT Strategies Team
Mobile App Project Support: Assist in implementing a Mobile App project for LG (Liquefied Gas) and Tanker operations.

HOW TO APPLY:
Interested applicants, please click on “Apply Now” and provide the below details in your resume.
We regret only shortlisted candidates will be notified.
Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).
Please read our privacy statement on our corporate website www.trustrecruit.com.sg.
Trust Recruit Pte Ltd
EA License No: 19C9950
EA Personnel: Charmaine Tin Zi Jin
EA Personnel Reg No: R23113892","Fire Safety
Document Management
System Implementation
Construction
ICT
Cyber Security
ISO
Investigation
Auditor
Stakeholder Engagement
Audits
Tanker Operations
Audit
Japanese
Enterprise Resource Planning",TRUST RECRUIT PTE. LTD.,"Building and Construction, Engineering, Others",1 year exp
MCF-2024-1396529,https://www.mycareersfuture.gov.sg/job/general-management/hseq-manager-trust-recruit-9e9bdffaed244c494e4d1fcff04a7091?source=MCF&event=Search,"$8,000to$9,000","Permanent, Full Time",Posted 21 Sep 2024,HSEQ Manager (Up to 9k / MNC / Ship management),"Responsibilities:
Safety Management System Implementation: Support in the implementation of the Company's Safety Management System, which may include tasks related to manuals and fleet notices. Investigation of accidents & incidents and advise Managers of Liquefied Gas Carriers on the measures to prevent recurrence. Develop and enhance Cyber Security of Vessel ICT systems.
smartPAL HSEQ: Support GM for collaboration with stakeholders to follow up on Enterprise Resource Planning (ERP) issues. Support Construction and maintenance of companies’ HSEQ module in PAL. Identify PAL users’ requirements and propose the best solution with feasibility, timeliness, and cost effectiveness in mind, discuss and confirm the solutions together with PAL users and system vendors
Monitoring and Analysis: Monitor and analyze Health, Safety, Environment, and Quality (HSEQ) objectives and Key Performance Indicators (KPIs) for the fleet. Review and analysis of HSEQ scores, fleet audit and inspection outcomes through PAL, and advise Managers of Energy on the measures to improve fleet performance.
Assist with HSEQ and Certification: smartPAL HSEQ (Health, Safety, Environment, Quality), Quality Document Management System (QDMS), certification processes, and day-to-day crewing issues.
Stakeholder Engagement: Support GM for collaboration with various stakeholders to plan for future deployments and unification efforts. Support PMS/DD/Purchase PICs in ICT Strategies Team
Mobile App Project Support: Assist in implementing a Mobile App project for LG (Liquefied Gas) and Tanker operations.

Requirements:
Ship management and navigational skills.
Good skills in optimization of cargo stowage, segregation, and planning (experienced in container stowage/ IMDG segregation).
Excellent crowd management skills
Communication and interpersonal skills
Health, Safety, Quality and Environment Management System development, and compliance.
Formulate HSE and QA policies, procedures, and revisions within the framework of the company’s Objectives.
Represent the Company during the Oil majors TMSA/ OVMSA audits. Development/ Revision of policy and procedures to comply with the best industrial practices as laid out in OCIMF TSMA and OVMSA.
Represent the company during DoC & ISO audits.
Using KPI and Gap Analysis with Industrial Benchmarks, recommendations and guidelines by different government and non-governmental bodies to develop a sustainable Health, Safety,
Environment and Quality strategies for different companies and vessels
Ensure effectiveness of HSSEQ compliance, develop appropriate benchmarks, and implement a framework for assessing the effectiveness for ISO 9001:2008, ISO 14001:2004, OHSAS 18001:2007, MLC and ISM Compliance.
Safety, Health and Environment and Port State inspection preparedness campaigns Environment auditing and Compliance Program.
Commercial operation of fleet vessels, ensuring efficiency and economy by operating within allocated budget.
Preparing and providing support to finalize the operation specific terms of the contract.
Supervision in delivery and trials of project specific new builds

HOW TO APPLY:
Interested applicants, kindly send your resume in MS WORD format to ref13@trustrecruit.com.sg or please click on “Apply Now” and provide the below details in your resume.
We regret only shortlisted candidates will be notified.
Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).
Please read our privacy statement on our corporate website www.trustrecruit.com.sg.
Trust Recruit Pte Ltd
EA License No: 19C9950
EA Personnel: Lee Jia Chian (Jayleen)
EA Personnel Reg No: R24124361","Document Management
Management Skills
System Implementation
Assessing
ICT
Cyber Security
ISO
Investigation
Auditing
Environment Management
Stakeholder Engagement
Preparedness
Trials
Tanker Operations
Enterprise Resource Planning",TRUST RECRUIT PTE. LTD.,General Management,5 years exp
MCF-2024-1397978,https://www.mycareersfuture.gov.sg/job/sales/assistant-store-manager-vshine-97b565aedd66746b853b0be53f5b2dfc?source=MCF&event=Search,"$3,000to$4,000",Full Time,Posted 22 Sep 2024,Assistant Store Manager,"7-Eleven Franchise store looking for Assistant Store Manager.

Responsible for 24hours operation of the store. Strong communication skills and excellent service skills Shift work is required, candidates must be able to work on Saturday, Sunday and public holiday. Assist store manager in daily store operation. Supervise and guide all employees in the team. Plan and manage the daily activities at store level.","Coaching
Store Operations
Upselling
Leadership
Microsoft Excel
Manpower Planning
Visual Merchandising
Inventory
Problem Solving
Sanitation
Selling
Merchandising
Strategy
Compliance
Communication Skills
Customer Satisfaction
Team Leader
Customer Service
Manufacturing
People Management",VSHINE,Sales / Retail,1 year exp
MCF-2024-1335896,https://www.mycareersfuture.gov.sg/job/logistics/pricing-director-global-logistic-bidding-3pl-trust-recruit-46bbd4eb1f685e6ec78b265e0a71c43d?source=MCF&event=Search,"$10,000to$12,000",Full Time,Posted 10 Sep 2024,Pricing Director - Global Logistic - Bidding - 3PL,"Job Description:
Manage key procurement KPIs, including LSP Pool, Open Tenders, and Cost Savings, to ensure performance targets are achieved.
Assess and oversee the performance of Logistics Service Providers (LSPs) and effectively manage the LSP pool.
Direct ocean/air sales performance, aiming for cost savings and business expansion by enhancing procurement competitiveness.
Build and strengthen relationships with carriers and partners to broaden the network and improve service delivery.
Enhance pricing strategies in line with business growth.
Negotiate pricing and space allocation with global shipping carriers, airlines, and NVOCCs (Non-Vessel Operating Common Carriers).
Manage competitive pricing with carriers and airlines through market analysis.
Oversee the pricing process to align with market conditions and ensure timely updates.
Monitor market trends, update, and manage the pricing history database to support strategic decisions.
Oversee the bidding calendar, develop pricing strategies, and implement plans to increase sales and secure contracts.
Gather and manage market intelligence for ocean/air markets through effective market sensing and status management.
Job Requirements:
Bachelor’s degree in Business, Logistics, Trading, or a related field.
At least 15 years of experience in a global logistics or 3PL company, with a minimum of 3 years in a managerial role.
Proven leadership skills and experience in global bidding processes.
Strong leadership, communication, and problem-solving abilities.
HOW TO APPLY:
Interested applicants, please click on “Apply Now” and provide the below details in your resume.
We regret only shortlisted candidates will be notified.
Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).
Please read our privacy statement on our corporate website www.trustrecruit.com.sg.
Trust Recruit Pte Ltd
EA License No: 19C9950
EA Personnel: Jordan Fung Si Jong
EA Personnel Reg No: R23112945","Sales
Leadership
Bidding
3PL
Supply Chain
Pricing Strategy
Market Analysis
Global Pricing
Procurement
Demand Generation
Transportation
Market Intelligence
Pricing Analysis
Business Development
Pricing
Value-Based Pricing
Shipping
Pricing Negotiation
Service Delivery
Business Requirements",TRUST RECRUIT PTE. LTD.,Logistics / Supply Chain,15 years exp
MCF-2024-1322195,https://www.mycareersfuture.gov.sg/job/accounting/chief-financial-officer-trust-recruit-a400f6998afe483225a9097744c4b4fa?source=MCF&event=Search,"$10,000to$15,000",Full Time,Posted 07 Sep 2024,Chief Financial Officer,"Job Description:
Provide leadership, direction & management to the finance & accounting team
Provide strategic recommendations to the CEO and members of the executive management team
Support the Group's strategic planning and budgeting exercises
Champion the development of policies and procedures within accepted accounting principles and corporate guidelines to ensure effective internal controls are in place & complied with
Oversee and ensure compliance of statutory and tax requirements of all legal entities
Oversee all financial control activities, including the review and analysis of monthly and quarterly numbers and disclosures
Work with project teams on finance related areas including financial due diligence, tax structuring, funding and assessment
Responsible to liaise with auditors, tax agents and other regulatory bodies and provide the necessary information as required
Manage forecasting, reporting, budgets and consolidation to the Board & Investors
HOW TO APPLY:
Interested applicants, kindly send your resume in MS WORD format to leo.tang(at)trustrecruit.com.sg
We regret only shortlisted candidates will be notified.
Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).
Please read our privacy statement on our corporate website www.trustrecruit.com.sg.
Trust Recruit Pte Ltd
EA License No: 19C9950
EA Personnel: Charmaine Tin Zi Jin
EA Personnel Reg No: R23113892","Forecasting
Executive Management
Strategic Planning
Budgets
Leadership
Due Diligence
Consolidation
Tax
Internal Controls
MS Word
Tax Structuring
Accounting
Compliance
Budgeting
Capital
Cash Flow",TRUST RECRUIT PTE. LTD.,"Accounting / Auditing / Taxation, Banking and Finance, Building and Construction",2 years exp
MCF-2024-1322440,https://www.mycareersfuture.gov.sg/job/banking-finance/chief-financial-officer-trust-recruit-64242346d6090b17badbec9c2099e577?source=MCF&event=Search,"$10,000to$15,000","Permanent, Full Time",Posted 07 Sep 2024,Chief Financial Officer,"Job Responsibilities:
Provide leadership, direction and management to the finance and accounting team.
Provide strategic recommendations to the CEO and members of the executive management team
Support the Group's strategic planning and budgeting exercises
Champion the development of policies and procedures within accepted accounting principles and
corporate guidelines to ensure effective internal controls are in place and complied with
Oversee and ensure compliance of statutory and tax requirements of all legal entities
Oversee all financial control activities, including the review and analysis of monthly and quarterly numbers and disclosures
Work with project teams on finance-related areas including financial due diligence, tax structuring, funding and assessment.
Responsible to liaise with auditors, tax agents and other regulatory bodies and provide the necessary information as required
Manage forecasting, reporting, budgets, and consolidation to the Board and Investors
Job Requirements:
Minimum 3 years experience in SGX Listed company
HOW TO APPLY:
Interested applicants, kindly send your resume in MS WORD format or please click on “Apply Now”.

We regret only shortlisted candidates will be notified.

Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).

Please read our privacy statement on our corporate website www.trustrecruit.com.sg.

Trust Recruit Pte Ltd
EA License No: 19C9950
EA Personnel: Lee Jun Siong (Johnson)
EA Personnel Reg No: R24120242","Forecasting
Executive Management
Strategic Planning
Budgets
Leadership
Due Diligence
Consolidation
Tax
Internal Controls
MS Word
Tax Structuring
Accounting
Compliance
Budgeting
Capital
Cash Flow",TRUST RECRUIT PTE. LTD.,Banking and Finance,8 years exp
