Job Id,Job URL,Job Salary Range,Job Employment Type,Job Posting Date,Job Title,Job Description,skills,Company,Job Industry,Job Minimum Experience,Work Type,Min Salary (K),Max Salary (K),Average Salary (K),Salary Range (K),Year-Quarter,Broader Category
MCF-2024-1365446,https://www.mycareersfuture.gov.sg/job/legal/senior-associate-tsmp-law-corporation-04b12176595ad30940fc48a42d702518?source=MCF&event=Search,"$9,000to$10,700",Full Time,2024-9-16,Senior Associate,"Details:

TSMP Law Corporation seeks dynamic lawyers of between 3 and 5 years PQE with experience in corporate and commercial litigation work to join its disputes team to work with Senior Counsel. The role requires someone who has capability to work on cross border disputes, and international arbitration. Candidates with international experience will be favourably considered. The team will undertake a wide spectrum of corporate/commercial litigation and international arbitration, including shareholder and director disputes, banking and securities, cryptoassets and technology, construction/infrastructure litigation, trust disputes, and restructuring/insolvency work.

About TSMP Law Corporation:

TSMP Law Corporation is a boutique commercial practice which specializes in corporate and commercial transactions and dispute resolution. We are looking to build long-term partnerships with top quality lawyers. We make it a priority to provide our younger lawyers with quality training, advocacy opportunities, mentoring and broad professional development. At the same time, we expect a high level of commitment as we encourage each individual go beyond their comfort zones.
If you are a Singapore-qualified lawyer keen on building a long-term career with other dynamic individuals, we invite you to send in your detailed resume to:-

TSMP Law Corporation
HR Department
6 Battery Road, Level 5, Singapore 049909
Email: hr@tsmplaw.com
Website: www.tsmplaw.com

All applications will be treated with full confidentiality. (Only shortlisted candidates will be notified.)","['Legal Writing', 'Commercial Litigation', 'Analytical Skills', 'Litigation', 'Interpersonal Skills', 'International Arbitration', 'Administration', 'Dispute Resolution', 'Client Management', 'Time Management skills']",Tsmp Law Corporation,Legal,3.0,Full-Time,108.0,128.39999999999998,118.2,20.399999999999977,2024Q3,Legal Services
MCF-2024-1474847,https://www.mycareersfuture.gov.sg/job/customer-service/retail-sales-associate-iora-fashion-33c0406b95cff77df119ee46fc2313d3?source=MCF&event=Search,"$2,200to$2,800","Permanent, Full Time",2024-10-06,Retail Sales Associate,"Responsibilities
- Welcoming customers and answering their queries
- Assessing customer needs and providing assistance and information on product features and availability
- Ensuring that the store and merchandises are clean and tidy
- Responsible for basic inventory management (Stock taking, receiving delivery, replenishing stocks)
- Assisting in cashiering duties
- Theft control

Requirements
- Solid communication and interpersonal skills
- Passion in working in the retail fashion industry
- Friendly and energetic personality with customer service focus
- Availability to work for long hours","['Product Knowledge', 'Aftersales', 'Visual Merchandising', 'Assessing', 'Customer Experience', 'Housekeeping', 'Interpersonal Skills', 'Inventory', 'Retail Sales', 'Selling', 'Inventory Management', 'Time Management', 'Cashiering', 'Customer Service', 'Customer Service Experience']",Iora Fashion Pte Ltd,"Customer Service, Sales / Retail",0.0,Permanent,26.4,33.599999999999994,30.0,7.199999999999992,2024Q4,Business
MCF-2024-1474828,https://www.mycareersfuture.gov.sg/job/customer-service/retail-executive-iora-fashion-6b14aa76ec7d6922283c993729c20472?source=MCF&event=Search,"$2,400to$3,200","Permanent, Full Time",2024-10-06,Retail Executive,"JOB DESCRIPTION
• Assist Operation Director in retail operation including planning, staff training, market analysis, reports preparation
• Manage staff appraisals
• Provide customer service
• Any other ad-hoc duties
• Perform sales functions at the retail outlets.
• Provide excellent customer service to meet customers’ expectations.
• Issues memo for cashier payment.
• To conduct stocks packing neat and tidy

JOB REQUIREMENT
• Must be willing to work retail hours
• Good communication & multi-tasking skills
• Good team player, self-discipline with strong interpersonal skills
• Effectively bilingual in both written and spoken languages
• Proficiency in MS Office","['Product Knowledge', 'Aftersales', 'Appraisals', 'Housekeeping', 'Interpersonal Skills', 'Multitasking Skills', 'Inventory', 'Market Analysis', 'Retail Sales', 'Selling', 'Merchandising', 'MS Office', 'Cashiering', 'Team Player', 'Customer Service', 'Pricing']",Iora Fashion Pte Ltd,"Customer Service, Design, Education and Training, Human Resources, Sales / Retail",0.0,Permanent,28.8,38.400000000000006,33.6,9.600000000000009,2024Q4,Business
MCF-2024-1463937,https://www.mycareersfuture.gov.sg/job/sales/cosmetics-sales-consultant-bugis-bhg-beauty-mineral-b990c06da344697c15b67bbb51b7469b?source=MCF&event=Search,"$2,000to$4,000",Full Time,2024-10-03,Cosmetics Sales Consultant,"About BellapierreBellapierre is a renowned beauty brand dedicated to providing high-quality, natural, and cruelty-free makeup products. Our commitment to innovation and excellence has made us a leader in the beauty industry, trusted by customers around the world. At Bellapierre, we believe in empowering individuals to express their unique beauty through our wide range of products, from vibrant mineral makeup to luxurious skincare essentials.Job Responsibilities:Greet and engage every customer, enhancing their experience with excellent service and in-depth product knowledge.
Provide hands-on demonstrations of cutting-edge makeup products.
Identify and capitalize on sales opportunities using upselling and cross-selling techniques.
Build strong customer relationships and meet individual sales targets each month within a team environment.
Perform any other assigned duties.
Requirements:Passionate about Beauty and Sales!
Customer-focused, highly motivated, and driven to exceed sales goals.
Positive, eager to learn, and adaptable to a fast-paced retail environment.
Outgoing personality with excellent communication skills.
Professional presentation and a positive attitude.
Flexibility to work weekends, public holidays, and varying schedules.
Previous experience in the beauty/retail industry is advantageous.
Benefits:Uncapped commission (Top performers can earn up to $7K-8K per month!)
Flexible work hours
Daily motivation and performance bonuses
Work Hours: 10 hours/day within retail hours (11 am to 09 pm), 5 days a week
Eligibility:Applicants: Singaporean / Singapore PR","['Product Knowledge', 'Excellent Communication Skills', 'Sales', 'Upselling', 'Cosmetics', 'Customer Relationships', 'Retail Sales', 'Selling', 'Adaptable', 'Customerfocused', 'Product Demonstration', 'Beauty Industry', 'Customer Services']",Beauty Mineral Pte. Ltd.,Sales / Retail,1.0,Full-Time,24.0,48.0,36.0,24.0,2024Q4,Business
MCF-2024-1421278-1,https://www.mycareersfuture.gov.sg/job/customer-service/customer-support-manager-rolls-royce-solutions-asia-0d2455f6c8e35459d75df4eab36e7d45?source=MCF&event=Search,"$9,000to$11,500","Permanent, Full Time",2024-9-26,Customer Support Manager,"Key Accountabilities:
Customer Support to clarify technical requirements for all MTU, OM/LPR & Detroit Engines and systems.
Technical support including trouble shooting problems with Distributors, Service Partners OEM.s and customers
Supervise installation and commissioning work for all MTU, OM/LPR & Detroit Industrial engines in the region
Conduct, with relevant MTU support groups, Installation and commissioning discussions, pre installation checks for all MTU Engines internally and with OEMs.
Review relevant service information pertaining to all MTU, OM/LPR & Detroit Engines Industrial products.
Review PID's , installation reports and travel ravel reports pertaining to commissioning and field service work.
Evaluate all data and reports supplied pertaining to any and all commissioning, breakdown and field repairs on stated application engines.
Supply diagnostic processes to OEM's service partners, Distributors and customers to resolve any and all issues that may arise
Co-ordinate field work and service recovery with local service partners and Distributors.
Provide on-site investigations/troubleshooting in the APAC region when required.
Support warranty claims evaluation and provide justification for approval and rejection according to PSPM.
Provide leads and support to Sales Dept.
Coordinates with Failure Analysis Center to carry out FAC as required.
Any other Support Requirement to the region.
Assist diagnosis of problems on other applications if required.
Requirements:
Minimum Diploma/ Degree in Engineering (Mechanical or Mechatronics)
At least 5 to 10 years working experiences with engine background but open for consideration if the attributes fits, will consider for senior engineer/assistant manager level
Good planning/coordinating skills and able to handle customers will be a BIG plus
Good Presentation skills
Must be able to travel as and when required
Pro-active team player, able to take pressure to meet tight timeline, good follow-ups and hands-on type","['Coaching', 'Field Service', 'Customer Experience', 'Customer Support', 'Service Recovery', 'Program Management', 'Pressure', 'Warranty', 'Presentation Skills', 'Team Player', 'Customer Service', 'Field Work', 'Commissioning', 'Failure Analysis', 'Technical Support']",Rolls-Royce Solutions Asia Pte. Ltd.,"Customer Service, Engineering",5.0,Permanent,108.0,138.0,123.0,30.0,2024Q3,Business
MCF-2024-1421278-2,https://www.mycareersfuture.gov.sg/job/customer-service/customer-support-manager-rolls-royce-solutions-asia-0d2455f6c8e35459d75df4eab36e7d45?source=MCF&event=Search,"$9,000to$11,500","Permanent, Full Time",2024-9-26,Customer Support Manager,"Key Accountabilities:
Customer Support to clarify technical requirements for all MTU, OM/LPR & Detroit Engines and systems.
Technical support including trouble shooting problems with Distributors, Service Partners OEM.s and customers
Supervise installation and commissioning work for all MTU, OM/LPR & Detroit Industrial engines in the region
Conduct, with relevant MTU support groups, Installation and commissioning discussions, pre installation checks for all MTU Engines internally and with OEMs.
Review relevant service information pertaining to all MTU, OM/LPR & Detroit Engines Industrial products.
Review PID's , installation reports and travel ravel reports pertaining to commissioning and field service work.
Evaluate all data and reports supplied pertaining to any and all commissioning, breakdown and field repairs on stated application engines.
Supply diagnostic processes to OEM's service partners, Distributors and customers to resolve any and all issues that may arise
Co-ordinate field work and service recovery with local service partners and Distributors.
Provide on-site investigations/troubleshooting in the APAC region when required.
Support warranty claims evaluation and provide justification for approval and rejection according to PSPM.
Provide leads and support to Sales Dept.
Coordinates with Failure Analysis Center to carry out FAC as required.
Any other Support Requirement to the region.
Assist diagnosis of problems on other applications if required.
Requirements:
Minimum Diploma/ Degree in Engineering (Mechanical or Mechatronics)
At least 5 to 10 years working experiences with engine background but open for consideration if the attributes fits, will consider for senior engineer/assistant manager level
Good planning/coordinating skills and able to handle customers will be a BIG plus
Good Presentation skills
Must be able to travel as and when required
Pro-active team player, able to take pressure to meet tight timeline, good follow-ups and hands-on type","['Coaching', 'Field Service', 'Customer Experience', 'Customer Support', 'Service Recovery', 'Program Management', 'Pressure', 'Warranty', 'Presentation Skills', 'Team Player', 'Customer Service', 'Field Work', 'Commissioning', 'Failure Analysis', 'Technical Support']",Rolls-Royce Solutions Asia Pte. Ltd.,"Customer Service, Engineering",5.0,Permanent,108.0,138.0,123.0,30.0,2024Q3,Engineering
MCF-2024-1462186,https://www.mycareersfuture.gov.sg/job/sales/sales-manager-talent-spot-group-fa0295b79ba56b85cd1f708ed1b3832e?source=MCF&event=Search,"$4,000to$7,000",Full Time,2024-10-03,Sales Manager,"As a Sales Manager, you will be responsible for driving the sales of our construction machinery and equipment. You will lead a team of sales professionals, develop strategic sales plans, maintain client relationships, and ensure the achievement of sales targets. This role requires a proactive attitude, exceptional leadership skills, and extensive knowledge of the heavy machinery industry.

Key Responsibilities:
- Sales Strategy Development:
- Develop and implement effective sales strategies to achieve company targets.
- Conduct market analysis to identify business opportunities and potential clients.
- Team Leadership:
- Lead, mentor, and motivate the sales team to enhance their performance and productivity.
- Organize training programs to improve the team's product knowledge and sales skills.
- Client Management:
- Build and maintain strong relationships with new and existing clients.
- Handle key accounts and negotiate contracts to ensure client satisfaction.
- Performance Monitoring:
- Monitor sales performance metrics and generate regular reports for management.
- Analyze sales data to identify trends and areas for improvement.
- Collaboration:
- Coordinate with marketing, product development, and after-sales service teams to ensure customer requirements are met.
- Participate in industry events, exhibitions, and trade shows to promote the brand.
- Compliance:
- Ensure all sales activities comply with legal and ethical standards.
- Keep abreast of industry trends, competitor activities, and regulatory changes.

Qualifications:
- Bachelor's degree in Business Administration, Marketing, Engineering, or a related field. MBA preferred.
- Experience:
- Minimum of 5 years of sales experience in the heavy machinery or construction equipment industry.
- Proven track record of achieving sales targets and managing a high-performing sales team.
- Skills:
- Excellent communication, negotiation, and interpersonal skills.
- Strong leadership and team management capabilities.
- Ability to analyze market data and develop strategic plans.
- Proficiency in CRM software and MS Office Suite.
- Fluency in Mandarin (due to significant chinese speaking market) and English.","['Product Knowledge', 'Negotiation', 'CRM', 'Trade Shows', 'Aftersales', 'Interpersonal Skills', 'Market Analysis', 'Sales Strategy Development', 'Exhibitions', 'MS Office', 'Team Leadership', 'Team Management', 'Product Development']",Talent Spot Group Private Ltd.,Sales / Retail,4.0,Full-Time,48.0,84.0,66.0,36.0,2024Q4,Business
MCF-2024-1436670,https://www.mycareersfuture.gov.sg/job/information-technology/senior-api-developer-percept-solutions-d8378de664e6e34932a6a1eb046a83f2?source=MCF&event=Search,"$8,500to$12,000","Contract, Full Time",2024-9-30,Senior Api Developer,"As a Senior API Developer, you will be responsible for designing, developing, and maintaining robust system-to-system integrations, with a focus on REST and Host-to-Host (SFTP-based) architectures. You will work closely with cross-functional teams to ensure seamless communication between systems, utilizing various technologies and platforms. This role requires strong expertise in API management, Java programming, and experience with cloud-based services and integration tools.
Key Responsibilities:
Design and develop system-to-system integrations, specifically using REST APIs and Host-to-Host (SFTP-based) communication.
Collaborate with business analysts, architects, and other stakeholders to gather requirements and translate them into technical solutions.
Develop and maintain scalable and secure APIs, ensuring they meet performance and security standards.
Manage and monitor APIs using API management platforms.
Implement best practices for API security, versioning, and lifecycle management.
Optimize API performance, reliability, and scalability.
Write clean, efficient, and maintainable code in Java, with the ability to debug and troubleshoot complex issues.
Implement file or message integration solutions using SFTP, Message Queue, or other integration technologies.
Parse and transform data formats such as XML, JSON, and flat files to ensure seamless data exchange between systems.
Utilize Cloud PaaS services like Logic App, Function App, and Service Bus for integration and automation purposes.
Implement and maintain CI/CD pipelines, working closely with DevOps teams to ensure smooth deployment processes.
Participate in the setup and configuration of infrastructure and networking components, including virtual networks, network security, and firewalls.
Conduct various types of software testing, including unit, integration, and load testing, to ensure the quality and reliability of developed APIs.
Manage source code using version control systems like Git or SVN, ensuring code integrity and version management.
Actively participate in agile development processes, contributing to sprint planning, daily stand-ups, and retrospective meetings.
Collaborate with team members to continuously improve development practices and deliver high-quality products on time.
Required Qualifications:
Proven experience in designing and developing system-to-system integrations using REST and Host-to-Host (SFTP-based) architectures.
Strong knowledge and hands-on experience with API management platforms.
Proficiency in Java programming with a solid understanding of object-oriented principles and design patterns.
Familiarity with other programming languages is a plus.
Experience in implementing file or message integration solutions, including SFTP and Message Queues.
Knowledge of data parsing and transformation techniques for XML, JSON, and flat files.
Experience with Cloud PaaS services such as Logic App, Function App, and Service Bus.
Knowledge of CI/CD pipelines and DevOps practices is highly desirable.
Understanding of infrastructure and networking concepts, including virtual networks, network security, and firewalls.
Proficiency in source version control tools such as Git or SVN.
Experience with various software testing methodologies is advantageous.
Familiarity with agile development practices and experience working in an agile environment.
To apply please click the Apply button or send us your updated profile to recruit@percept-solutions.com
EA Licence No.:18S9405 / EA Reg. No.:R1330864
Percept Solutions is undergoing a growth phase and are on the lookout for talent. Applicants are encouraged to follow Percept Solutions on LinkedIn @ https://www.linkedin.com/company/percept-solutions/ to stay up to date on our upcoming roles and events.","['Version Control', 'Git', 'JSON', 'Microsoft Azure', 'Scalability', 'XML', 'Azure', 'Design Patterns', 'REST', 'Agile', 'Networking', 'Software Testing', 'Java', 'API', 'Network Security', 'Agile Development']",Percept Solutions Pte. Ltd.,Information Technology,7.0,Contract,102.0,144.0,123.0,42.0,2024Q3,Information Technology
MCF-2024-1436641,https://www.mycareersfuture.gov.sg/job/information-technology/solution-architect-percept-solutions-cad76967689a46c141c18066d632d9e4?source=MCF&event=Search,"$9,000to$12,000","Contract, Full Time",2024-9-30,Solution Architect,"Roles & Responsibilities:
Analyze system and customer requirements
Choose the technologies and methodology for the implementation of each component and interface in the software solution
Ensure adherence to in-scope standards and best practices, reuse policy, and product development plans
Coordinate product definition and assess design trade-offs between aspects of cost, customer requirements, and technological possibilities
Document design choices and related justifications
Participate in software technical document writing and effort estimation for bids and projects
Conduct technical presentations to the software team and other internal/external stakeholders
Participate in software team activities, including detailed design reviews, coding, code reviews, unit testing, and debugging
If required, manage work packages (WPM) on selected work scope needed in bids and projects (e.g., IT Infrastructure, Network, etc.)
Prepare the scope of work and manage vendors/suppliers in bids and projects as needed
Monitor and execute other system engineering tasks as required
Skills & Qualifications:
Minimum 10 years of relevant experience in building front-end and back-end software and web applications
Experience in software solutioning, designing, technical proposal writing, and developing large-scale software/web solutions
Hands-on experience with programming languages such as Java, C#, Angular, and JavaScript
Knowledge of software design patterns
Experience with various development frameworks
Experience with RESTful services and Microservices Architecture
Experience with at least one message queue solution and data streaming solution (e.g., Apache Kafka)
Experience with software system-level integration
Experience in analyzing technical/design choices and documenting the analysis results
Experience with data modeling, relational databases, and NoSQL databases
Experience with cloud technologies such as Microsoft Azure and Amazon Web Services
Extensive working experience (at least 3 years) with containerization technologies like Docker and Kubernetes
Experience with common software development tools, such as Jira, Git, and Visual Studio Code
Experience in scrum/agile software development methodologies
Experience with continuous integration (e.g., GitLab CI) and code management repository tools
Software/enterprise architect-related certifications are desirable, such as:
Certified Professional for Software Architecture (CPSA) by iSAQB
Certified Software Architect (CSA) by the Software Engineering Institute (SEI)
TOGAF 9 Foundation by The Open Group
Certified Enterprise Architect (CEA) by the Zachman Institute
Federating Enterprise Architecture (FEA) Certification by The Open Group
Good-to-Have Skills/Experiences:
Basic system administration (services, SSH, user management, etc.)
Developing and maintaining Ansible Playbooks and Modules
Deploying and setting up CI/CD pipelines, closely working with the development team to develop CI/CD pipelines and deploy them into private and public clouds
Scripting experience in Shell (bash or Python)
Automating deployment and configuration using Ansible
Working knowledge of VMware ESX and other virtualization technologies
Secrets management using various vaults (GitLab security vaults, Kubernetes secrets)
SSH administration
To apply please click the Apply button or send us your updated profile to recruit@percept-solutions.com
EA Licence No.:18S9405 / EA Reg. No.:R1330864
Percept Solutions is undergoing a growth phase and are on the lookout for talent. Applicants are encouraged to follow Percept Solutions on LinkedIn @ https://www.linkedin.com/company/percept-solutions/ to stay up to date on our upcoming roles and events.","['Microsoft Azure', 'Kubernetes', 'Solutioning', 'Design Patterns', 'Architect', 'JavaScript', 'Amazon Web Services', 'Enterprise Architecture', 'TOGAF', 'Docker', 'Ansible', 'Java', 'C#', 'Databases', 'Software Development']",Percept Solutions Pte. Ltd.,Information Technology,8.0,Contract,108.0,144.0,126.0,36.0,2024Q3,Information Technology
MCF-2024-1457895-1,https://www.mycareersfuture.gov.sg/job/banking-finance/senior-business-analyst-es-recruitment-afbd2b5f6ee1bd99e418ec7928543e08?source=MCF&event=Search,"$5,000to$7,000",Contract,2024-10-03,Senior Business Analyst,"Seeking for Singaporean to join as a Senior Business Analyst
1 year contract under employment agency payroll

Location: Changi Business Park or Marina Bay Financial Centre
Salary up to $7000 (Company do not provide bonus)

Mandatory skills:
SME in Corporate Credit Risk
Good knowledge and experience in Corporate Credit Risk
Good in SQL to perform data analysis/ profiling
Working experiences in Singapore banking domain
The Business Analyst role provides support to business and credit users, assist users in translating business requirements into deliverables and handle business specific tasks in group-wide projects undertaken by the department from initialization to post-implementation BAU Support.

The Data Analyst role provide support in collecting, profiling, cleansing, interpreting, analyzing data to identify trends and patterns to gain insights and use it for problem solving or support business opportunities via Machine Learning or Traditional methods.

Technical Experience:
Degree in Banking, Commerce or Information Systems-related field.
7 years experiences as business analyst and data analyst handling end to end delivery preferred.
Product Owner or Scrum Master experience preferred.
Excellent people management skill.
Able to understand and articulate business objectives, risk and dependencies.
Good at defining and defending scope.
Experience in wholesale banking / credit risk projects
Must have product knowledge and prior experience on corporate credit products, credit risk, loans, trade and treasury markets
Knowledge of credit products, risk monitoring / control processes and credit processing systems of banks preferred.
Experience with Data Analytics/ Machine Learning project/ application preferred.
Experience working in AGILE methodology preferred
Experience with SQL, Excel



Role:
To undertake business analyst and data analyst role in selected Corporate Credit Risk related projects and BAU Business Support for business and credit users from time to time as required.
Special Asset Management Team to enhance/ support Enterprise-wide, Special Asset Management application, which includes digital memo approval workflow, post approval workflow, General Ledger Posting, Data Ingestion/ Curation, Dashboard and Reports
T&M Credit & Credit Control Unit to deliver solution for post-event limit monitoring application which includes rule-based engine which will trigger breach notification, breach escalation workflow, reminders & escalation and Dashboard
SME Credit & Data Chapter to deliver generic approval workflow to assess Potential Watchlist cases triggered by Machine Learning and/or rule-based rules In the capacity of Business Analyst:
Understand how the Internal Credit systems work end to end, integrate/interact with other credit systems, product source systems and front-end workflow systems for wholesale banking relationship managers and credit risk managers.
Define/ collate business requirements, prepare functional requirements, write User Stories and initiate User Requests (Request for Service) on behalf of the business and risk management / credit units.
Recommend solution design considering pros & cons of available options
Review business process supported by the credit systems to optimize efficiency.
Plan for test scenarios, perform pre-UAT sanity checks and co-ordinate with end-users to perform UAT
Conduct training for new and existing system related processes and functionality.
Maintain business related documentation for the credit systems including requirements, user guides, Frequently Asked Questions, and ensure these are updated to the Intranet for on-going access by credit and business users.
Perform any other business specific tasks in the project schedule including data analysis, user interviews/ surveys, maintain system configuration, preparation of user reports and Live Verification.
Work closely with Technology support & delivery teams to ensure that user requirements are delivered successfully.

In capacity of Data Analyst:
Understand internal data and collect relevant external data
Identify required data for project and profile, analyze, clean-up and transform/prepare it for processing
Obtain insights into the data and prepare clear visualization to present findings
Using data-driven insights, make recommendations to address potential business problems or innovate to stay ahead of industry trends
Understand the different types of data analytics and use of Machine Learning","['Machine Learning', 'Data Analysis', 'Wholesale Banking', 'Loans', 'Data Profiling', 'SQL', 'Banking', 'Business Analyst', 'Credit Risk', 'People Management']",Es Recruitment Pte. Ltd.,"Banking and Finance, Information Technology",4.0,Contract,60.0,84.0,72.0,24.0,2024Q4,Information Technology
MCF-2024-1457895-2,https://www.mycareersfuture.gov.sg/job/banking-finance/senior-business-analyst-es-recruitment-afbd2b5f6ee1bd99e418ec7928543e08?source=MCF&event=Search,"$5,000to$7,000",Contract,2024-10-03,Senior Business Analyst,"Seeking for Singaporean to join as a Senior Business Analyst
1 year contract under employment agency payroll

Location: Changi Business Park or Marina Bay Financial Centre
Salary up to $7000 (Company do not provide bonus)

Mandatory skills:
SME in Corporate Credit Risk
Good knowledge and experience in Corporate Credit Risk
Good in SQL to perform data analysis/ profiling
Working experiences in Singapore banking domain
The Business Analyst role provides support to business and credit users, assist users in translating business requirements into deliverables and handle business specific tasks in group-wide projects undertaken by the department from initialization to post-implementation BAU Support.

The Data Analyst role provide support in collecting, profiling, cleansing, interpreting, analyzing data to identify trends and patterns to gain insights and use it for problem solving or support business opportunities via Machine Learning or Traditional methods.

Technical Experience:
Degree in Banking, Commerce or Information Systems-related field.
7 years experiences as business analyst and data analyst handling end to end delivery preferred.
Product Owner or Scrum Master experience preferred.
Excellent people management skill.
Able to understand and articulate business objectives, risk and dependencies.
Good at defining and defending scope.
Experience in wholesale banking / credit risk projects
Must have product knowledge and prior experience on corporate credit products, credit risk, loans, trade and treasury markets
Knowledge of credit products, risk monitoring / control processes and credit processing systems of banks preferred.
Experience with Data Analytics/ Machine Learning project/ application preferred.
Experience working in AGILE methodology preferred
Experience with SQL, Excel



Role:
To undertake business analyst and data analyst role in selected Corporate Credit Risk related projects and BAU Business Support for business and credit users from time to time as required.
Special Asset Management Team to enhance/ support Enterprise-wide, Special Asset Management application, which includes digital memo approval workflow, post approval workflow, General Ledger Posting, Data Ingestion/ Curation, Dashboard and Reports
T&M Credit & Credit Control Unit to deliver solution for post-event limit monitoring application which includes rule-based engine which will trigger breach notification, breach escalation workflow, reminders & escalation and Dashboard
SME Credit & Data Chapter to deliver generic approval workflow to assess Potential Watchlist cases triggered by Machine Learning and/or rule-based rules In the capacity of Business Analyst:
Understand how the Internal Credit systems work end to end, integrate/interact with other credit systems, product source systems and front-end workflow systems for wholesale banking relationship managers and credit risk managers.
Define/ collate business requirements, prepare functional requirements, write User Stories and initiate User Requests (Request for Service) on behalf of the business and risk management / credit units.
Recommend solution design considering pros & cons of available options
Review business process supported by the credit systems to optimize efficiency.
Plan for test scenarios, perform pre-UAT sanity checks and co-ordinate with end-users to perform UAT
Conduct training for new and existing system related processes and functionality.
Maintain business related documentation for the credit systems including requirements, user guides, Frequently Asked Questions, and ensure these are updated to the Intranet for on-going access by credit and business users.
Perform any other business specific tasks in the project schedule including data analysis, user interviews/ surveys, maintain system configuration, preparation of user reports and Live Verification.
Work closely with Technology support & delivery teams to ensure that user requirements are delivered successfully.

In capacity of Data Analyst:
Understand internal data and collect relevant external data
Identify required data for project and profile, analyze, clean-up and transform/prepare it for processing
Obtain insights into the data and prepare clear visualization to present findings
Using data-driven insights, make recommendations to address potential business problems or innovate to stay ahead of industry trends
Understand the different types of data analytics and use of Machine Learning","['Machine Learning', 'Data Analysis', 'Wholesale Banking', 'Loans', 'Data Profiling', 'SQL', 'Banking', 'Business Analyst', 'Credit Risk', 'People Management']",Es Recruitment Pte. Ltd.,"Banking and Finance, Information Technology",4.0,Contract,60.0,84.0,72.0,24.0,2024Q4,Business
MCF-2024-1464515,https://www.mycareersfuture.gov.sg/job/information-technology/c-software-engineer-bgc-group-9b1219f28fb938c41be8486548ae7c50?source=MCF&event=Search,"$6,500to$7,500",Contract,2024-10-04,C Software Engineer,"Location: One-North


Job Description
Collaborate with stakeholders to evaluate and recommend suitable technology and solutions, including implementation approaches such as build or buy, bespoke or off-the-shelf, and in-house or outsourced.
Design, develop, maintain, and enhance software systems both on-premise and in the cloud.
Participate in the full System Development Life Cycle (SDLC), including requirement gathering, system design, development, testing, and support.
Apply Design Thinking/Service Design methodologies to identify gaps and challenges, and develop future state solutions.
Review and improve the technical and business performance of existing systems, suggesting enhancements to boost efficiency and performance.
Requirements:
Bachelor’s degree in Computer Science, Computer Engineering, or equivalent experience.
Minimum 3 years of experience in designing and developing complex large-scale enterprise projects.
Experience with cloud-based application development using AWS or Azure.
Certification as a Cloud Solution Architect Associate or Developer by AWS or Azure preferred.
Strong programming skills in C#, ASP.NET, ASP.NET MVC, ASP.NET Core, Entity Framework, LINQ, jQuery, and Bootstrap.
Familiarity with Scrum, DevOps practices, and tools (e.g., Unit Testing, Git, CI/CD).
Experience in project management, Docker, Kubernetes, and Microservices is an advantage.
Excellent interpersonal skills, including mentoring, coaching, collaborating, and team building.
Strong analytical, planning, and organizational skills with the ability to manage competing demands.
In-depth understanding of business needs and ability to maintain high levels of customer trust and confidence.

Annabelle Quek, ITT Team
Reg No: R21102691 EA: 05C3053
BGC Group Pte Ltd","['UML', 'MVC', 'Git', 'ASPNet', 'Architect', 'Unit Testing', 'Agile Methodologies', 'Application Development', 'SDLC', 'LINQ', 'Team Building', 'C#', 'Entity Framework', 'C++', 'Visual Studio', 'Aspnet MVC']",Bgc Group Pte. Ltd.,Information Technology,4.0,Contract,78.0,90.0,84.0,12.0,2024Q4,Information Technology
MCF-2024-1462056,https://www.mycareersfuture.gov.sg/job/information-technology/full-stack-software-engineer-flintex-consulting-3b3ca77bc4872116b25d4b9fd1993b3f?source=MCF&event=Search,"$5,500to$6,000",Contract,2024-10-03,Full Stack Software Engineer,"Job Responsibilities:

Gather software requirements and design solutions for modules and small software systems
Develop and support software including applications, database integration, interfaces and new functionality enhancements.
Coordinate cross-functionally to ensure projects meet business objectives and compliance standards.
Write both internal and external technical documentation
Deploy, install, and configure hardware and software systems
Work with team members in customer support, field test and deployment
Perform bug fixing and improvement of current application framework

Requirements:
Bachelor Degree in Computer Science & Engineering, Electrical & Electronics Engineering, Information Technology, or equivalent
2-4 years of in-depth knowledge and experience in front-end and backend development
Ability to solve complex development problems and produce high-quality code while pushing the technical boundaries.
Proficiency in one or more programming languages; we use Python, Javascript and TypeScript.
Knowledge in frontend frameworks such as React, Next.JS, FastAPI, REST API or similar frameworks.
Experience with Docker/Kubernetes, DevOps, CI/CD, Github
Experience with Linux operating system (Ubuntu, RHEL, etc.)
Experience working on Agile projects and Agile methodology in general
Excellent problem solving, communications, and teamwork skills","['Technical Documentation', 'Ubuntu', 'Customer Support', 'REST', 'TypeScript', 'Agile', 'JavaScript', 'Problem Solving', 'Agile Methodology', 'Python', 'API', 'Teamwork Skills', 'Linux', 'Electronics', 'FastAPI']",Flintex Consulting Pte. Ltd.,Information Technology,2.0,Contract,66.0,72.0,69.0,6.0,2024Q4,Information Technology
